participant.id_in_session,participant_code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,round_number,player.series_round,player.session_name,condition,player.block_order,player.trade_payoff,player.payable_round,data_available,pay_for_data,player.ack_brokerage_fee,round_type,investment_amount,return_forecast,forecast_confidence,belief_informative,belief_confidence,realized_return,informative,investment_payoff,cumulative_bonuses,round_payoff,player.self_assesment,group.id_in_subsession,subsession.round_number,subsession.training,session_code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,treated,paid_round
30,92y585sb,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.444838,1,,,122.81,30,,96.71,6,7,,treatment,,0.0,6,1,1.0,,free_data,90.0,10.0,4.0,1.0,5.0,-4.77007384032043,1.0,95.71,3.0,96.71,,1,6,0,9vfoiax5,,,,,0,1,0
31,ki9t1ots,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:33.838151,1,,,113.81,31,,102.12,6,6,,treatment,,0.0,19,1,0.0,,free_data,5.0,13.0,4.0,0.0,3.0,22.4078126217597,0.0,101.12,4.0,102.12,,1,6,0,9vfoiax5,,,,,0,1,0
32,8ygvklh3,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:35.859366,1,,,149.01,32,,95.76,6,7,,treatment,,0.0,17,1,1.0,,paid_data,5.0,10.0,5.0,1.0,5.0,-4.77007384032043,1.0,94.76,4.0,95.76,,1,6,0,9vfoiax5,,,,,0,1,1
33,j6pfvo4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:41.745324,1,,,129.0,33,,105.06,6,3,,treatment,,0.0,13,1,0.0,,free_data,30.0,35.0,1.0,0.0,2.0,16.8775714200622,1.0,105.06,1.0,105.06,,1,6,0,9vfoiax5,,,,,0,1,0
34,mrwqmc94,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:49.104405,1,,,140.54,34,,100.29,6,10,,treatment,,0.0,8,1,1.0,,paid_data,15.0,12.0,4.0,0.0,4.0,28.6089312735897,0.0,99.29,5.0,100.29,,1,6,0,9vfoiax5,,,,,0,1,1
35,8lotxa0v,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:04.989442,1,,,142.84,35,,88.94,6,5,,treatment,,0.0,19,0,0.0,,paid_data,100.0,16.0,3.0,,,-11.0647641062684,1.0,88.94,1.0,88.94,,1,6,0,9vfoiax5,,,,,0,1,1
36,zy0t07g5,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:06.605976,1,,,137.36,36,,117.76,6,17,,treatment,,0.0,6,1,1.0,,paid_data,95.0,20.0,3.0,1.0,4.0,22.9090225541578,0.0,116.76,3.0,117.76,,1,6,0,9vfoiax5,,,,,0,1,1
37,zs0yllk7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:16.492104,1,,,113.91,37,,130.61,6,10,,treatment,,0.0,3,1,1.0,,free_data,100.0,25.0,1.0,0.0,1.0,28.6089312735897,0.0,128.61,4.0,130.61,,1,6,0,9vfoiax5,,,,,0,1,0
38,9ozs75r2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:56.656898,1,,,107.53,38,,105.48,6,6,,treatment,,0.0,19,0,0.0,,paid_data,20.0,25.0,4.0,,,22.4078126217597,0.0,104.48,4.0,105.48,,1,6,0,9vfoiax5,,,,,0,1,1
39,nn4f2puj,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:14:35.491322,1,,,117.76,39,,110.49,6,4,,treatment,,0.0,14,1,1.0,,free_data,50.0,14.0,4.0,1.0,4.0,16.9752110267725,1.0,108.49,4.0,110.49,,1,6,0,9vfoiax5,,,,,0,1,0
2,ttbhrq7x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:02.785387,1,,,125.21,2,,94.89,7,5,,treatment,,0.0,10,1,1.0,,paid_data,10.0,10.0,1.0,1.0,2.0,-11.0647641062684,1.0,93.89,4.0,94.89,,1,7,0,9vfoiax5,,,,,0,1,1
3,h6ra9n61,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:04.680764,1,,,144.01,3,,105.88,7,14,,treatment,,0.0,8,0,0.0,,paid_data,100.0,20.0,2.0,,,5.87642608043333,0.0,105.88,4.0,105.88,,1,7,0,9vfoiax5,,,,,0,1,1
4,4tucoz6l,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.603497,1,,,119.79,4,,93.23,7,5,,treatment,,0.0,6,1,1.0,,paid_data,25.0,11.0,3.0,1.0,3.0,-11.0647641062684,1.0,92.23,3.0,93.23,,1,7,0,9vfoiax5,,,,,0,1,1
5,47cbw4kl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.882773,1,,,141.4,5,,115.4,7,18,,treatment,,0.0,10,1,1.0,,free_data,80.0,25.0,2.0,0.0,2.0,17.9942787562462,0.0,114.4,4.0,115.4,,1,7,0,9vfoiax5,,,,,0,1,0
6,w1hg4dq2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.230442,1,,,121.45,6,,100.45,7,5,,treatment,,0.0,18,1,1.0,,free_data,5.0,20.0,1.0,1.0,1.0,-11.0647641062684,1.0,99.45,5.0,100.45,,1,7,0,9vfoiax5,,,,,0,1,0
7,2am1bt7m,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.487174,1,,,118.16,7,,103.15,7,17,,treatment,,0.0,14,1,0.0,,free_data,5.0,25.0,4.0,0.0,3.0,22.9090225541578,0.0,101.15,5.0,103.15,,1,7,0,9vfoiax5,,,,,0,1,0
8,f0dtgw15,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.729020,1,,,129.55,8,,120.2,7,9,,treatment,,0.0,5,1,1.0,,free_data,75.0,20.0,3.0,1.0,3.0,24.2659454381039,1.0,118.2,6.0,120.2,,1,7,0,9vfoiax5,,,,,0,1,0
9,gtr4o4u4,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.330479,1,,,126.75,9,,102.12,7,6,,treatment,,0.0,3,1,1.0,,free_data,5.0,5.0,2.0,0.0,3.0,22.4078126217597,0.0,101.12,6.0,102.12,,1,7,0,9vfoiax5,,,,,0,1,0
10,edlvyy4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.368408,1,,,131.35,10,,107.73,7,17,,treatment,,0.0,6,1,1.0,,free_data,25.0,25.0,3.0,0.0,5.0,22.9090225541578,0.0,105.73,8.0,107.73,,1,7,0,9vfoiax5,,,,,0,1,0
11,454urtzl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.375937,1,,,149.46,11,,95.31,7,15,,treatment,,0.0,8,1,1.0,,paid_data,95.0,11.0,1.0,0.0,4.0,-0.723989516491677,0.0,94.31,3.0,95.31,,1,7,0,9vfoiax5,,,,,0,1,1
12,y7r9sa4u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.658299,1,,,119.6,12,,95.0,7,10,,treatment,,0.0,15,1,1.0,,paid_data,0.0,13.0,3.0,1.0,4.0,28.6089312735897,0.0,95.0,4.0,95.0,,1,7,0,9vfoiax5,,,,,0,1,1
13,pm665xdw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.667922,1,,,125.96,13,,114.63,7,19,,treatment,,0.0,16,1,0.0,,free_data,50.0,15.0,2.0,0.0,2.0,27.2611152781865,0.0,113.63,2.0,114.63,,1,7,0,9vfoiax5,,,,,0,1,0
14,qgszrtu9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.147052,1,,,121.99,14,,105.45,7,19,,treatment,,0.0,3,1,1.0,,free_data,20.0,20.0,5.0,1.0,5.0,27.2611152781865,0.0,105.45,3.0,105.45,,1,7,0,9vfoiax5,,,,,0,1,0
15,0z4ddbix,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.337225,1,,,143.86,15,,96.0,7,10,,treatment,,0.0,10,1,1.0,,paid_data,0.0,-4.0,4.0,0.0,5.0,28.6089312735897,0.0,95.0,4.0,96.0,,1,7,0,9vfoiax5,,,,,0,1,1
16,t6rthajw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:12.015053,1,,,132.66,16,,111.08,7,6,,treatment,,0.0,10,1,1.0,,free_data,45.0,30.0,2.0,0.0,2.0,22.4078126217597,0.0,110.08,3.0,111.08,,1,7,0,9vfoiax5,,,,,0,1,0
17,wel7w6gg,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:13.709515,1,,,155.98,17,,100.5,7,18,,treatment,,0.0,18,1,1.0,,paid_data,25.0,12.5,3.0,0.0,3.0,17.9942787562462,0.0,99.5,7.0,100.5,,1,7,0,9vfoiax5,,,,,0,1,1
18,u4dpd5wy,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:14.397432,1,,,122.85,18,,105.22,7,3,,treatment,,0.0,14,1,1.0,,free_data,25.0,25.0,1.0,1.0,3.0,16.8775714200622,1.0,104.22,4.0,105.22,,1,7,0,9vfoiax5,,,,,0,1,0
19,y3uiqp3t,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:14.803975,1,,,133.98,19,,107.72,7,6,,treatment,,0.0,16,1,1.0,,free_data,30.0,10.0,4.0,0.0,4.0,22.4078126217597,0.0,106.72,3.0,107.72,,1,7,0,9vfoiax5,,,,,0,1,0
20,atqtlu6a,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:15.002851,1,,,126.01,20,,106.65,7,8,,treatment,,0.0,14,1,1.0,,paid_data,50.0,18.0,2.0,0.0,5.0,19.2982240105404,0.0,104.65,7.0,106.65,,1,7,0,9vfoiax5,,,,,0,1,1
21,cuq5iz33,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:15.286301,1,,,111.24,21,,119.41,7,9,,treatment,,0.0,15,0,0.0,,paid_data,80.0,10.0,3.0,,,24.2659454381039,1.0,119.41,3.0,119.41,,1,7,0,9vfoiax5,,,,,0,1,1
22,4yux8e22,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:16.409415,1,,,121.61,22,,102.52,7,12,,treatment,,0.0,16,1,1.0,,free_data,5.0,12.0,4.0,1.0,4.0,30.3829281992374,1.0,101.52,3.0,102.52,,1,7,0,9vfoiax5,,,,,0,1,0
23,f291tr7u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:17.330849,1,,,136.85,23,,131.78,7,11,,treatment,,0.0,4,1,1.0,,paid_data,95.0,15.0,2.0,0.0,2.0,37.6588629338984,0.0,130.78,7.0,131.78,,1,7,0,9vfoiax5,,,,,0,1,1
24,w3cukoe0,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:23.181196,1,,,123.6,24,,96.0,7,5,,treatment,,0.0,17,1,1.0,,paid_data,0.0,2.0,4.0,1.0,4.0,-11.0647641062684,1.0,95.0,5.0,96.0,,1,7,0,9vfoiax5,,,,,0,1,1
26,4zd5ned9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:26.439460,1,,,135.3,26,,107.44,7,10,,treatment,,0.0,16,1,1.0,,paid_data,40.0,10.0,3.0,0.0,5.0,28.6089312735897,0.0,106.44,3.0,107.44,,1,7,0,9vfoiax5,,,,,0,1,1
27,mknb67le,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:27.321536,1,,,130.06,27,,97.88,7,11,,treatment,,0.0,15,1,1.0,,paid_data,5.0,12.0,3.0,0.0,4.0,37.6588629338984,0.0,96.88,6.0,97.88,,1,7,0,9vfoiax5,,,,,0,1,1
28,sp03734d,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:30.219444,1,,,128.17,28,,97.68,7,5,,treatment,,0.0,13,1,1.0,,free_data,30.0,7.5,4.0,1.0,5.0,-11.0647641062684,1.0,96.68,6.0,97.68,,1,7,0,9vfoiax5,,,,,0,1,0
29,m7hitpc7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.107936,1,,,139.39,29,,102.0,7,16,,treatment,,0.0,15,1,0.0,,free_data,0.0,5.0,3.0,1.0,3.0,6.32159774566318,1.0,100.0,6.0,102.0,,1,7,0,9vfoiax5,,,,,0,1,0
30,92y585sb,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.444838,1,,,122.81,30,,125.37,7,11,,treatment,,0.0,6,1,1.0,,paid_data,78.0,15.0,4.0,0.0,5.0,37.6588629338984,0.0,124.37,4.0,125.37,,1,7,0,9vfoiax5,,,,,0,1,1
31,ki9t1ots,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:33.838151,1,,,113.81,31,,100.91,7,12,,treatment,,0.0,19,0,0.0,,paid_data,3.0,13.0,4.0,,,30.3829281992374,1.0,100.91,4.0,100.91,,1,7,0,9vfoiax5,,,,,0,1,1
32,8ygvklh3,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:35.859366,1,,,149.01,32,,114.33,7,8,,treatment,,0.0,17,1,1.0,,paid_data,95.0,23.0,5.0,1.0,5.0,19.2982240105404,0.0,113.33,5.0,114.33,,1,7,0,9vfoiax5,,,,,0,1,1
33,j6pfvo4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:41.745324,1,,,129.0,33,,110.3,7,10,,treatment,,0.0,13,1,1.0,,paid_data,50.0,15.0,3.0,0.0,3.0,28.6089312735897,0.0,109.3,2.0,110.3,,1,7,0,9vfoiax5,,,,,0,1,1
34,mrwqmc94,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:49.104405,1,,,140.54,34,,119.33,7,17,,treatment,,0.0,8,1,1.0,,free_data,80.0,27.0,2.0,1.0,4.0,22.9090225541578,0.0,118.33,6.0,119.33,,1,7,0,9vfoiax5,,,,,0,1,0
35,8lotxa0v,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:04.989442,1,,,142.84,35,,121.3,7,8,,treatment,,0.0,19,1,0.0,,free_data,100.0,20.0,3.0,0.0,3.0,19.2982240105404,0.0,119.3,3.0,121.3,,1,7,0,9vfoiax5,,,,,0,1,0
36,zy0t07g5,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:06.605976,1,,,137.36,36,,117.88,7,3,,treatment,,0.0,6,1,1.0,,free_data,100.0,26.0,4.0,1.0,4.0,16.8775714200622,1.0,116.88,4.0,117.88,,1,7,0,9vfoiax5,,,,,0,1,0
37,zs0yllk7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:16.492104,1,,,113.91,37,,113.03,7,3,,treatment,,0.0,3,1,1.0,,paid_data,95.0,15.0,1.0,1.0,1.0,16.8775714200622,1.0,111.03,6.0,113.03,,1,7,0,9vfoiax5,,,,,0,1,1
38,9ozs75r2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:56.656898,1,,,107.53,38,,101.0,7,18,,treatment,,0.0,19,1,0.0,,free_data,0.0,-15.0,2.0,0.0,5.0,17.9942787562462,0.0,100.0,5.0,101.0,,1,7,0,9vfoiax5,,,,,0,1,0
39,nn4f2puj,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:14:35.491322,1,,,117.76,39,,91.6,7,20,,treatment,,0.0,14,1,1.0,,paid_data,50.0,-17.5,4.0,1.0,4.0,-8.79848578409706,1.0,90.6,5.0,91.6,,1,7,0,9vfoiax5,,,,,0,1,1
2,ttbhrq7x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:02.785387,1,,,125.21,2,,103.8,8,18,,treatment,,0.0,10,1,0.0,,free_data,10.0,20.0,1.0,0.0,4.0,17.9942787562462,0.0,101.8,6.0,103.8,,1,8,0,9vfoiax5,,,,,0,1,0
3,h6ra9n61,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:04.680764,1,,,144.01,3,,124.41,8,6,,treatment,,0.0,8,1,0.0,,free_data,100.0,20.0,3.0,0.0,5.0,22.4078126217597,0.0,122.41,6.0,124.41,,1,8,0,9vfoiax5,,,,,0,1,0
4,4tucoz6l,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.603497,1,,,119.79,4,,103.43,8,9,,treatment,,0.0,6,0,0.0,,paid_data,10.0,24.0,3.0,,,24.2659454381039,1.0,102.43,4.0,103.43,,1,8,0,9vfoiax5,,,,,0,1,1
5,47cbw4kl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.882773,1,,,141.4,5,,95.28,8,7,,treatment,,0.0,10,1,1.0,,paid_data,15.0,8.0,3.0,1.0,5.0,-4.77007384032043,1.0,94.28,5.0,95.28,,1,8,0,9vfoiax5,,,,,0,1,1
6,w1hg4dq2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.230442,1,,,121.45,6,,96.61,8,13,,treatment,,0.0,18,1,1.0,,paid_data,5.0,20.0,2.0,1.0,1.0,12.2928746925969,1.0,95.61,6.0,96.61,,1,8,0,9vfoiax5,,,,,0,1,1
7,2am1bt7m,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.487174,1,,,118.16,7,,101.59,8,14,,treatment,,0.0,14,1,0.0,,free_data,10.0,7.0,4.0,1.0,3.0,5.87642608043333,0.0,100.59,6.0,101.59,,1,8,0,9vfoiax5,,,,,0,1,0
8,f0dtgw15,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.729020,1,,,129.55,8,,114.66,8,3,,treatment,,0.0,5,1,1.0,,free_data,75.0,20.0,4.0,1.0,4.0,16.8775714200622,1.0,112.66,8.0,114.66,,1,8,0,9vfoiax5,,,,,0,1,0
9,gtr4o4u4,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.330479,1,,,126.75,9,,110.44,8,3,,treatment,,0.0,3,1,1.0,,free_data,50.0,20.0,4.0,1.0,4.0,16.8775714200622,1.0,108.44,8.0,110.44,,1,8,0,9vfoiax5,,,,,0,1,0
10,edlvyy4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.368408,1,,,131.35,10,,111.65,8,8,,treatment,,0.0,6,1,0.0,,free_data,50.0,20.0,3.0,0.0,5.0,19.2982240105404,0.0,109.65,10.0,111.65,,1,8,0,9vfoiax5,,,,,0,1,0
11,454urtzl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.375937,1,,,149.46,11,,129.61,8,10,,treatment,,0.0,8,1,1.0,,free_data,100.0,5.0,5.0,0.0,2.0,28.6089312735897,0.0,128.61,4.0,129.61,,1,8,0,9vfoiax5,,,,,0,1,0
12,y7r9sa4u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.658299,1,,,119.6,12,,96.0,8,16,,treatment,,0.0,15,1,1.0,,paid_data,0.0,13.0,3.0,1.0,3.0,6.32159774566318,1.0,95.0,5.0,96.0,,1,8,0,9vfoiax5,,,,,0,1,1
13,pm665xdw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.667922,1,,,125.96,13,,111.19,8,4,,treatment,,0.0,16,1,1.0,,free_data,60.0,25.0,3.0,1.0,2.0,16.9752110267725,1.0,110.19,3.0,111.19,,1,8,0,9vfoiax5,,,,,0,1,0
14,qgszrtu9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.147052,1,,,121.99,14,,101.61,8,12,,treatment,,0.0,3,1,1.0,,free_data,2.0,12.0,4.0,1.0,4.0,30.3829281992374,1.0,100.61,4.0,101.61,,1,8,0,9vfoiax5,,,,,0,1,0
15,0z4ddbix,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.337225,1,,,143.86,15,,118.05,8,9,,treatment,,0.0,10,1,1.0,,paid_data,95.0,10.0,3.0,0.0,5.0,24.2659454381039,1.0,118.05,4.0,118.05,,1,8,0,9vfoiax5,,,,,0,1,1
16,t6rthajw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:12.015053,1,,,132.66,16,,107.53,8,13,,treatment,,0.0,10,1,1.0,,free_data,45.0,8.0,2.0,1.0,2.0,12.2928746925969,1.0,105.53,5.0,107.53,,1,8,0,9vfoiax5,,,,,0,1,0
17,wel7w6gg,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:13.709515,1,,,155.98,17,,102.82,8,19,,treatment,,0.0,18,1,1.0,,paid_data,25.0,11.0,3.0,0.0,4.0,27.2611152781865,0.0,101.82,8.0,102.82,,1,8,0,9vfoiax5,,,,,0,1,1
18,u4dpd5wy,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:14.397432,1,,,122.85,18,,114.83,8,11,,treatment,,0.0,14,1,1.0,,paid_data,50.0,10.0,1.0,0.0,1.0,37.6588629338984,0.0,113.83,5.0,114.83,,1,8,0,9vfoiax5,,,,,0,1,1
19,y3uiqp3t,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:14.803975,1,,,133.98,19,,131.38,8,12,,treatment,,0.0,16,1,1.0,,free_data,100.0,18.0,4.0,1.0,5.0,30.3829281992374,1.0,130.38,4.0,131.38,,1,8,0,9vfoiax5,,,,,0,1,0
20,atqtlu6a,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:15.002851,1,,,126.01,20,,103.99,8,13,,treatment,,0.0,14,1,1.0,,paid_data,65.0,19.5,2.0,1.0,3.0,12.2928746925969,1.0,102.99,8.0,103.99,,1,8,0,9vfoiax5,,,,,0,1,1
21,cuq5iz33,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:15.286301,1,,,111.24,21,,100.0,8,6,,treatment,,0.0,15,1,0.0,,free_data,0.0,-2.0,3.0,1.0,3.0,22.4078126217597,0.0,100.0,3.0,100.0,,1,8,0,9vfoiax5,,,,,0,1,0
22,4yux8e22,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:16.409415,1,,,121.61,22,,98.23,8,13,,treatment,,0.0,16,1,1.0,,paid_data,10.0,10.0,4.0,1.0,4.0,12.2928746925969,1.0,96.23,5.0,98.23,,1,8,0,9vfoiax5,,,,,0,1,1
23,f291tr7u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:17.330849,1,,,136.85,23,,106.88,8,14,,treatment,,0.0,4,1,1.0,,free_data,100.0,20.0,3.0,0.0,3.0,5.87642608043333,0.0,105.88,8.0,106.88,,1,8,0,9vfoiax5,,,,,0,1,0
24,w3cukoe0,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:23.181196,1,,,123.6,24,,101.0,8,6,,treatment,,0.0,17,1,1.0,,free_data,0.0,0.0,5.0,0.0,5.0,22.4078126217597,0.0,100.0,6.0,101.0,,1,8,0,9vfoiax5,,,,,0,1,0
26,4zd5ned9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:26.439460,1,,,135.3,26,,106.79,8,8,,treatment,,0.0,16,1,1.0,,free_data,30.0,12.0,4.0,0.0,5.0,19.2982240105404,0.0,105.79,4.0,106.79,,1,8,0,9vfoiax5,,,,,0,1,0
27,mknb67le,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:27.321536,1,,,130.06,27,,101.12,8,20,,treatment,,0.0,15,1,1.0,,free_data,10.0,-5.0,3.0,1.0,4.0,-8.79848578409706,1.0,99.12,8.0,101.12,,1,8,0,9vfoiax5,,,,,0,1,0
28,sp03734d,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:30.219444,1,,,128.17,28,,105.58,8,17,,treatment,,0.0,13,0,0.0,,paid_data,20.0,18.5,4.0,,,22.9090225541578,0.0,104.58,7.0,105.58,,1,8,0,9vfoiax5,,,,,0,1,1
29,m7hitpc7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.107936,1,,,139.39,29,,99.04,8,12,,treatment,,0.0,15,1,1.0,,paid_data,10.0,16.0,3.0,1.0,3.0,30.3829281992374,1.0,98.04,7.0,99.04,,1,8,0,9vfoiax5,,,,,0,1,1
30,92y585sb,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.444838,1,,,122.81,30,,111.44,8,8,,treatment,,0.0,6,1,1.0,,paid_data,80.0,5.0,4.0,0.0,5.0,19.2982240105404,0.0,110.44,5.0,111.44,,1,8,0,9vfoiax5,,,,,0,1,1
31,ki9t1ots,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:33.838151,1,,,113.81,31,,102.15,8,17,,treatment,,0.0,19,1,0.0,,free_data,5.0,23.0,4.0,1.0,3.0,22.9090225541578,0.0,101.15,5.0,102.15,,1,8,0,9vfoiax5,,,,,0,1,0
32,8ygvklh3,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:35.859366,1,,,149.01,32,,93.34,8,5,,treatment,,0.0,17,1,1.0,,paid_data,15.0,-4.0,5.0,0.0,5.0,-11.0647641062684,1.0,93.34,5.0,93.34,,1,8,0,9vfoiax5,,,,,0,1,1
33,j6pfvo4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:41.745324,1,,,129.0,33,,98.79,8,5,,treatment,,0.0,13,1,1.0,,free_data,20.0,10.0,2.0,1.0,2.0,-11.0647641062684,1.0,97.79,3.0,98.79,,1,8,0,9vfoiax5,,,,,0,1,0
34,mrwqmc94,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:49.104405,1,,,140.54,34,,117.19,8,18,,treatment,,0.0,8,1,1.0,,free_data,90.0,26.0,2.0,0.0,2.0,17.9942787562462,0.0,116.19,7.0,117.19,,1,8,0,9vfoiax5,,,,,0,1,0
35,8lotxa0v,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:04.989442,1,,,142.84,35,,103.07,8,13,,treatment,,0.0,19,1,0.0,,free_data,25.0,-8.0,3.0,0.0,3.0,12.2928746925969,1.0,103.07,3.0,103.07,,1,8,0,9vfoiax5,,,,,0,1,0
36,zy0t07g5,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:06.605976,1,,,137.36,36,,130.78,8,11,,treatment,,0.0,6,1,1.0,,paid_data,95.0,8.0,4.0,1.0,4.0,37.6588629338984,0.0,130.78,4.0,130.78,,1,8,0,9vfoiax5,,,,,0,1,1
37,zs0yllk7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:16.492104,1,,,113.91,37,,119.3,8,8,,treatment,,0.0,3,1,1.0,,free_data,100.0,5.0,1.0,1.0,1.0,19.2982240105404,0.0,119.3,6.0,119.3,,1,8,0,9vfoiax5,,,,,0,1,0
38,9ozs75r2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:56.656898,1,,,107.53,38,,100.0,8,13,,treatment,,0.0,19,1,0.0,,free_data,0.0,-5.0,4.0,0.0,3.0,12.2928746925969,1.0,100.0,5.0,100.0,,1,8,0,9vfoiax5,,,,,0,1,0
39,nn4f2puj,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:14:35.491322,1,,,117.76,39,,108.13,8,9,,treatment,,0.0,14,1,1.0,,paid_data,50.0,5.0,3.0,1.0,3.0,24.2659454381039,1.0,107.13,6.0,108.13,,1,8,0,9vfoiax5,,,,,0,1,1
2,ttbhrq7x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:02.785387,1,,,125.21,2,,99.24,9,20,,treatment,,0.0,10,1,0.0,,free_data,20.0,17.0,1.0,1.0,4.0,-8.79848578409706,1.0,98.24,7.0,99.24,,1,9,0,9vfoiax5,,,,,0,1,0
3,h6ra9n61,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:04.680764,1,,,144.01,3,,116.88,9,3,,treatment,,0.0,8,0,0.0,,paid_data,100.0,22.0,2.0,,,16.8775714200622,1.0,116.88,6.0,116.88,,1,9,0,9vfoiax5,,,,,0,1,1
