session_code,participant_code,offer_price,transaction_price,discount,purchased,last_return,last_imbalance,informative,belief_informative,belief_confidence,return_forecast,forecast_confidence,investment_amount,age,gender,education,finance_course,fin_literacy_score
cbctgbhm,h888ta5l,10,0,10,0.0,15.1098174886843,-18.5046274258981,1,,,5.0,2.0,50.0,32.0,male,some_college,0.0,3.0
cbctgbhm,ya4nsosv,15,0,15,1.0,15.1098174886843,-18.5046274258981,1,1.0,5.0,-15.0,4.0,0.0,51.0,male,graduate,0.0,3.0
cbctgbhm,0vrjsv6w,5,0,5,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,6.0,3.0,100.0,54.0,female,some_college,0.0,3.0
cbctgbhm,wbcmjhks,10,0,10,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,-5.0,3.0,50.0,71.0,male,bachelor,1.0,3.0
cbctgbhm,qzt64mio,15,0,15,0.0,14.5282644745692,7.35487993020429,1,,,30.0,1.0,100.0,49.0,male,graduate,0.0,3.0
cbctgbhm,fp8ixhub,5,3,2,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,0.0,4.0,40.0,35.0,male,bachelor,1.0,3.0
cbctgbhm,ftx6gkru,10,3,7,0.0,15.3352032889933,8.30613918663683,0,,,17.0,4.0,45.0,61.0,male,graduate,0.0,3.0
cbctgbhm,c4zp0ugb,15,3,12,0.0,15.1098174886843,-18.5046274258981,1,,,10.0,3.0,50.0,40.0,female,bachelor,0.0,3.0
cbctgbhm,h7ma0nhj,10,6,4,1.0,15.3352032889933,8.30613918663683,0,0.0,2.0,15.0,2.0,50.0,68.0,female,some_college,0.0,3.0
cbctgbhm,v2hy6fij,15,6,9,0.0,15.3352032889933,8.30613918663683,0,,,8.0,3.0,15.0,29.0,male,bachelor,1.0,3.0
cbctgbhm,y593ex6j,15,9,6,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,10.0,3.0,10.0,27.0,female,some_college,1.0,3.0
cbctgbhm,q6b8z6u1,5,0,5,1.0,15.1098174886843,-18.5046274258981,1,1.0,1.0,10.0,1.0,35.0,20.0,male,highschool,0.0,3.0
cbctgbhm,avoikafc,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,0.0,5.0,16.0,1.0,0.0,32.0,male,bachelor,0.0,3.0
cbctgbhm,fmj46lwk,15,0,15,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,15.0,3.0,15.0,67.0,female,some_college,0.0,1.0
cbctgbhm,zyl42t5e,5,0,5,1.0,15.3352032889933,8.30613918663683,0,0.0,2.0,1.7,1.0,1000.0,38.0,male,highschool,0.0,1.0
cbctgbhm,i8hv10um,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,0.0,3.0,15.0,3.0,50.0,34.0,female,some_college,1.0,2.0
cbctgbhm,ziup6wd1,15,0,15,1.0,15.1098174886843,-18.5046274258981,1,1.0,5.0,29.0,5.0,78.0,21.0,other,highschool,1.0,3.0
cbctgbhm,1hcizhia,5,3,2,1.0,14.5282644745692,7.35487993020429,1,1.0,5.0,25.0,5.0,50.0,39.0,female,bachelor,0.0,2.0
cbctgbhm,b0wwozbz,10,3,7,0.0,14.5282644745692,7.35487993020429,1,,,20.0,4.0,0.0,46.0,male,graduate,0.0,3.0
cbctgbhm,yfp23cxh,10,6,4,1.0,14.5282644745692,7.35487993020429,1,1.0,5.0,10.0,4.0,40.0,29.0,female,bachelor,1.0,3.0
cbctgbhm,cni7o6cm,15,6,9,1.0,15.3352032889933,8.30613918663683,0,0.0,4.0,7.0,4.0,15.0,22.0,male,highschool,1.0,3.0
cbctgbhm,w43i5t8n,15,9,6,1.0,15.3352032889933,8.30613918663683,0,1.0,4.0,20.0,4.0,80.0,23.0,female,bachelor,1.0,3.0
cbctgbhm,mnfzyn25,5,0,5,1.0,15.3352032889933,8.30613918663683,0,0.0,4.0,15.0,3.0,100.0,59.0,female,bachelor,1.0,3.0
cbctgbhm,jozqqv9s,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,2.0,3.0,10.0,50.0,male,graduate,1.0,3.0
cbctgbhm,h2k0znkw,15,0,15,0.0,15.3352032889933,8.30613918663683,0,,,20.0,2.0,25.0,23.0,male,bachelor,0.0,3.0
cbctgbhm,dj4hejwf,5,0,5,1.0,14.5282644745692,7.35487993020429,1,1.0,3.0,1.08,3.0,30.0,36.0,male,bachelor,1.0,3.0
cbctgbhm,0bjpxvya,5,3,2,1.0,15.6552619854883,-10.6145146455845,0,0.0,5.0,20.0,1.0,5.0,31.0,male,bachelor,1.0,3.0
cbctgbhm,g6bhuet0,10,3,7,1.0,15.3352032889933,8.30613918663683,0,1.0,4.0,22.0,4.0,97.0,29.0,female,graduate,1.0,3.0
cbctgbhm,o5twz4zq,10,6,4,1.0,15.3352032889933,8.30613918663683,0,0.0,4.0,10.0,3.0,60.0,37.0,male,bachelor,1.0,3.0
cbctgbhm,pq18z2k9,15,6,9,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,-10.0,3.0,10.0,24.0,male,some_college,0.0,2.0
cbctgbhm,55le948o,15,9,6,0.0,15.1098174886843,-18.5046274258981,1,,,23.0,5.0,55.0,22.0,female,some_college,0.0,3.0
cbctgbhm,wj8w3bib,5,0,5,1.0,14.5282644745692,7.35487993020429,1,1.0,3.0,10.0,3.0,50.0,21.0,female,bachelor,1.0,3.0
cbctgbhm,9o7hxoef,15,0,15,0.0,15.1098174886843,-18.5046274258981,1,,,40.0,4.0,45.0,40.0,female,bachelor,1.0,3.0
cbctgbhm,6p92xd9a,5,0,5,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,15.0,4.0,50.0,55.0,male,bachelor,0.0,3.0
cbctgbhm,1hiick0e,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,1.0,3.0,10.0,2.0,25.0,24.0,male,bachelor,0.0,3.0
cbctgbhm,myf2xlwv,15,0,15,1.0,14.5282644745692,7.35487993020429,1,1.0,3.0,20.0,3.0,20.0,38.0,male,graduate,0.0,3.0
cbctgbhm,jzjxu2rw,5,3,2,1.0,15.3352032889933,8.30613918663683,0,1.0,5.0,10.0,4.0,20.0,37.0,male,highschool,0.0,3.0
cbctgbhm,j3vrcqc5,10,3,7,1.0,15.1098174886843,-18.5046274258981,1,1.0,2.0,17.3,3.0,25.0,43.0,female,bachelor,0.0,3.0
cbctgbhm,clp2aq4q,15,3,12,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,15.0,4.0,57.0,37.0,male,bachelor,1.0,1.0
cbctgbhm,r1swwxiz,10,6,4,0.0,15.6552619854883,-10.6145146455845,0,,,-15.0,1.0,0.0,22.0,male,bachelor,0.0,3.0
cbctgbhm,ou1h1xiy,15,6,9,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,5.0,4.0,50.0,34.0,male,some_college,0.0,3.0
cbctgbhm,ac4irlv0,15,9,6,1.0,15.1098174886843,-18.5046274258981,1,1.0,3.0,-15.0,3.0,0.0,51.0,female,graduate,0.0,3.0
cbctgbhm,6l9szk0r,5,0,5,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,5.0,2.0,20.0,39.0,female,some_college,0.0,1.0
cbctgbhm,yczf03su,15,0,15,1.0,15.3352032889933,8.30613918663683,0,0.0,4.0,15.0,2.0,50.0,38.0,female,bachelor,0.0,3.0
cbctgbhm,y1qlhfiw,5,0,5,1.0,15.6552619854883,-10.6145146455845,0,1.0,2.0,5.0,2.0,100.0,35.0,male,bachelor,1.0,3.0
cbctgbhm,9gilcp5m,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,17.0,4.0,100.0,31.0,female,graduate,0.0,3.0
cbctgbhm,xhs6wkvc,15,0,15,0.0,15.1098174886843,-18.5046274258981,1,,,10.0,3.0,5.0,44.0,female,some_college,0.0,3.0
cbctgbhm,9hjokfy5,5,3,2,1.0,14.5282644745692,7.35487993020429,1,0.0,2.0,15.0,2.0,5.0,21.0,female,highschool,0.0,2.0
cbctgbhm,b6odak9m,10,3,7,0.0,15.3352032889933,8.30613918663683,0,,,20.0,4.0,30.0,40.0,male,bachelor,0.0,3.0
cbctgbhm,rjw9c6yf,15,3,12,0.0,14.5282644745692,7.35487993020429,1,,,12.0,3.0,100.0,59.0,female,some_college,0.0,3.0
cbctgbhm,rtefl4rd,15,6,9,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,9.0,3.0,34.0,66.0,male,graduate,0.0,3.0
cbctgbhm,73ozxsdh,15,9,6,0.0,15.6552619854883,-10.6145146455845,0,,,10.0,1.0,5.0,42.0,female,bachelor,0.0,3.0
cbctgbhm,w4yipfz2,5,0,5,0.0,15.1098174886843,-18.5046274258981,1,,,-2.0,1.0,5.0,63.0,male,bachelor,1.0,3.0
cbctgbhm,tbzua42o,10,0,10,1.0,15.1098174886843,-18.5046274258981,1,0.0,3.0,15.0,2.0,40.0,48.0,male,bachelor,0.0,3.0
cbctgbhm,8rdw85g1,15,0,15,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,20.0,2.0,100.0,36.0,male,highschool,0.0,2.0
cbctgbhm,oz4jdxqv,10,0,10,0.0,15.1098174886843,-18.5046274258981,1,,,15.0,4.0,40.0,45.0,male,graduate,0.0,3.0
cbctgbhm,twn5g62g,15,0,15,0.0,15.6552619854883,-10.6145146455845,0,,,17.5,3.0,50.0,63.0,male,graduate,1.0,3.0
cbctgbhm,e19h3pnk,10,3,7,1.0,15.3352032889933,8.30613918663683,0,1.0,5.0,0.0,5.0,0.0,37.0,male,some_college,1.0,3.0
cbctgbhm,2lor0mgm,15,3,12,0.0,15.6552619854883,-10.6145146455845,0,,,-10.0,3.0,30.0,26.0,male,bachelor,0.0,3.0
cbctgbhm,c6c27rka,10,6,4,1.0,15.1098174886843,-18.5046274258981,1,1.0,3.0,5.0,3.0,94.0,38.0,male,some_college,1.0,3.0
cbctgbhm,m2ntwujd,15,6,9,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,18.0,3.0,70.0,42.0,male,graduate,1.0,3.0
cbctgbhm,ryha7ku5,15,9,6,0.0,15.6552619854883,-10.6145146455845,0,,,17.0,3.0,20.0,25.0,male,bachelor,1.0,3.0
cbctgbhm,h143puy8,5,0,5,1.0,15.6552619854883,-10.6145146455845,0,1.0,2.0,10.0,3.0,40.0,57.0,female,bachelor,0.0,3.0
cbctgbhm,f7qlzk2j,10,0,10,0.0,15.1098174886843,-18.5046274258981,1,,,15.0,3.0,20.0,24.0,female,graduate,0.0,2.0
cbctgbhm,iswy8gah,15,0,15,1.0,15.1098174886843,-18.5046274258981,1,0.0,2.0,10.0,3.0,20.0,36.0,male,bachelor,1.0,0.0
cbctgbhm,n3jsizgi,5,0,5,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,25.0,4.0,50.0,28.0,male,bachelor,0.0,3.0
cbctgbhm,zad7ggzo,15,0,15,1.0,14.5282644745692,7.35487993020429,1,1.0,5.0,15.0,5.0,55.0,31.0,female,bachelor,1.0,1.0
cbctgbhm,aa01guai,5,3,2,1.0,15.1098174886843,-18.5046274258981,1,1.0,3.0,13.0,3.0,3.0,34.0,na,graduate,0.0,3.0
cbctgbhm,featdu2m,10,3,7,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,18.0,4.0,85.0,34.0,female,graduate,0.0,3.0
cbctgbhm,mv57pcuh,15,3,12,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,10.0,4.0,97.0,30.0,male,highschool,0.0,3.0
cbctgbhm,ziccrl0w,10,6,4,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,-3.0,3.0,10.0,39.0,male,graduate,0.0,3.0
cbctgbhm,kc3sc4kv,15,6,9,1.0,15.6552619854883,-10.6145146455845,0,1.0,3.0,2.0,2.0,24.0,67.0,male,bachelor,0.0,3.0
cbctgbhm,16v9t5m7,15,9,6,0.0,15.1098174886843,-18.5046274258981,1,,,18.0,4.0,80.0,49.0,male,bachelor,1.0,3.0
cbctgbhm,xm88iqu2,10,0,10,0.0,15.6552619854883,-10.6145146455845,0,,,15.0,4.0,100.0,27.0,male,graduate,0.0,3.0
cbctgbhm,5b4eqss6,15,0,15,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,-5.0,3.0,0.0,36.0,female,bachelor,0.0,3.0
cbctgbhm,ip53f5nc,5,0,5,1.0,15.3352032889933,8.30613918663683,0,1.0,4.0,5.0,3.0,20.0,35.0,female,graduate,1.0,1.0
cbctgbhm,ap51ba8j,15,0,15,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,16.0,4.0,40.0,60.0,female,some_college,0.0,1.0
cbctgbhm,pgr1w0th,5,3,2,1.0,15.3352032889933,8.30613918663683,0,1.0,4.0,10.0,4.0,20.0,35.0,female,bachelor,1.0,3.0
cbctgbhm,5vc1p2kz,10,3,7,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,-8.0,3.0,40.0,40.0,female,bachelor,1.0,3.0
cbctgbhm,3q50toep,15,6,9,1.0,15.1098174886843,-18.5046274258981,1,1.0,5.0,40.0,3.0,94.0,46.0,female,bachelor,1.0,2.0
cbctgbhm,vl7xokto,15,9,6,1.0,15.1098174886843,-18.5046274258981,1,1.0,3.0,12.0,2.0,60.0,34.0,male,graduate,0.0,3.0
cbctgbhm,ifbud17n,5,0,5,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,3.0,3.0,30.0,37.0,male,bachelor,0.0,2.0
cbctgbhm,fopgd0jf,10,0,10,1.0,15.3352032889933,8.30613918663683,0,0.0,4.0,20.0,4.0,90.0,46.0,female,bachelor,1.0,3.0
cbctgbhm,2jivpix4,5,0,5,0.0,14.5282644745692,7.35487993020429,1,,,16.0,2.0,100.0,33.0,male,bachelor,1.0,3.0
cbctgbhm,hbas0ec9,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,1.0,3.0,15.0,3.0,85.0,41.0,female,bachelor,1.0,2.0
cbctgbhm,u3hn9qqn,15,0,15,1.0,15.1098174886843,-18.5046274258981,1,0.0,2.0,15.0,3.0,30.0,25.0,male,highschool,1.0,0.0
cbctgbhm,lavqm0j9,5,3,2,0.0,15.3352032889933,8.30613918663683,0,,,28.0,4.0,100.0,46.0,male,bachelor,0.0,3.0
cbctgbhm,cp2ppi85,10,3,7,1.0,15.6552619854883,-10.6145146455845,0,1.0,2.0,15.0,3.0,10.0,35.0,female,graduate,0.0,3.0
cbctgbhm,6ne4hwpb,15,3,12,1.0,15.1098174886843,-18.5046274258981,1,1.0,3.0,-10.0,2.0,0.0,29.0,male,graduate,0.0,3.0
cbctgbhm,0e1wfvwt,15,6,9,1.0,15.1098174886843,-18.5046274258981,1,1.0,1.0,15.0,1.0,50.0,23.0,female,bachelor,1.0,3.0
cbctgbhm,qis8odfg,15,9,6,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,15.0,2.0,91.0,25.0,male,some_college,1.0,3.0
cbctgbhm,3n10ic4i,5,0,5,1.0,15.1098174886843,-18.5046274258981,1,1.0,3.0,2.0,4.0,100.0,27.0,na,bachelor,1.0,3.0
cbctgbhm,o35mq6vs,10,0,10,1.0,15.1098174886843,-18.5046274258981,1,1.0,2.0,20.0,3.0,20.0,37.0,female,bachelor,0.0,3.0
cbctgbhm,uxtct0ps,15,0,15,0.0,15.6552619854883,-10.6145146455845,0,,,5.0,2.0,20.0,44.0,male,bachelor,0.0,3.0
cbctgbhm,cgm528pq,10,0,10,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,12.0,3.0,100.0,32.0,male,bachelor,1.0,3.0
cbctgbhm,gzx6wp4j,5,3,2,1.0,15.6552619854883,-10.6145146455845,0,1.0,5.0,15.0,5.0,75.0,41.0,male,bachelor,1.0,3.0
cbctgbhm,plybhuu0,10,3,7,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,18.0,3.0,65.0,63.0,male,graduate,1.0,3.0
cbctgbhm,0sqjcwa8,15,3,12,0.0,15.1098174886843,-18.5046274258981,1,,,20.0,1.0,25.0,42.0,male,bachelor,1.0,3.0
cbctgbhm,0d7clw04,10,6,4,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,12.0,4.0,60.0,29.0,male,graduate,1.0,3.0
cbctgbhm,suouv5c1,15,6,9,0.0,14.5282644745692,7.35487993020429,1,,,15.0,5.0,20.0,26.0,male,some_college,0.0,3.0
cbctgbhm,5e7p3nru,15,9,6,1.0,14.5282644745692,7.35487993020429,1,0.0,3.0,15.0,2.0,52.0,29.0,male,graduate,1.0,3.0
cbctgbhm,le0x1f38,5,0,5,1.0,15.3352032889933,8.30613918663683,0,0.0,4.0,-10.0,3.0,0.0,42.0,female,bachelor,1.0,3.0
cbctgbhm,wcsrtg8y,15,0,15,0.0,15.6552619854883,-10.6145146455845,0,,,18.2,1.0,15.0,48.0,male,graduate,0.0,3.0
cbctgbhm,nj16cifm,5,0,5,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,5.0,4.0,20.0,49.0,female,bachelor,0.0,3.0
cbctgbhm,xc98qi0u,10,0,10,0.0,15.3352032889933,8.30613918663683,0,,,10.0,2.0,25.0,33.0,male,bachelor,0.0,3.0
cbctgbhm,znraydz2,15,0,15,1.0,15.1098174886843,-18.5046274258981,1,1.0,5.0,-8.0,4.0,0.0,25.0,male,bachelor,1.0,3.0
cbctgbhm,awmj2125,5,3,2,1.0,15.6552619854883,-10.6145146455845,0,0.0,5.0,20.0,4.0,97.0,67.0,male,some_college,0.0,3.0
cbctgbhm,qj0f8utx,10,3,7,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,2.0,4.0,40.0,29.0,male,bachelor,1.0,3.0
cbctgbhm,0e86uiqz,15,3,12,1.0,14.5282644745692,7.35487993020429,1,1.0,5.0,5.0,5.0,25.0,66.0,male,bachelor,1.0,3.0
cbctgbhm,xhju1r5e,10,6,4,0.0,14.5282644745692,7.35487993020429,1,,,18.0,2.0,60.0,45.0,male,bachelor,1.0,3.0
cbctgbhm,bfa5frfa,15,6,9,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,18.0,3.0,55.0,40.0,female,graduate,1.0,3.0
cbctgbhm,x2fou8hu,15,9,6,0.0,15.6552619854883,-10.6145146455845,0,,,25.0,2.0,10.0,35.0,male,graduate,0.0,3.0
cbctgbhm,8v16z8dx,5,0,5,1.0,15.3352032889933,8.30613918663683,0,1.0,4.0,20.0,4.0,20.0,40.0,male,graduate,0.0,3.0
cbctgbhm,z0gmo4gy,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,1.0,3.0,10.0,4.0,100.0,32.0,male,bachelor,1.0,3.0
cbctgbhm,9huxiu70,15,0,15,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,5.0,5.0,20.0,35.0,male,bachelor,1.0,3.0
cbctgbhm,gviw7vq1,5,0,5,1.0,15.6552619854883,-10.6145146455845,0,1.0,5.0,20.0,5.0,50.0,26.0,female,graduate,0.0,3.0
cbctgbhm,i2zlo96u,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,8.0,3.0,10.0,23.0,male,graduate,0.0,3.0
cbctgbhm,tdveqvcm,15,0,15,0.0,15.1098174886843,-18.5046274258981,1,,,15.0,3.0,100.0,34.0,male,bachelor,0.0,3.0
cbctgbhm,bwdp6tjp,5,3,2,1.0,15.3352032889933,8.30613918663683,0,1.0,2.0,12.0,2.0,10.0,29.0,female,bachelor,0.0,2.0
cbctgbhm,w179bc2l,10,3,7,1.0,15.6552619854883,-10.6145146455845,0,1.0,3.0,15.0,3.0,80.0,39.0,male,highschool,0.0,3.0
cbctgbhm,lml7scnn,15,3,12,0.0,14.5282644745692,7.35487993020429,1,,,20.0,3.0,100.0,68.0,male,graduate,0.0,3.0
cbctgbhm,no4kvfwh,10,6,4,1.0,14.5282644745692,7.35487993020429,1,1.0,5.0,50.0,5.0,50.0,35.0,male,graduate,1.0,3.0
cbctgbhm,1nkukb0v,15,6,9,1.0,15.6552619854883,-10.6145146455845,0,1.0,2.0,3.0,2.0,50.0,43.0,female,graduate,0.0,3.0
cbctgbhm,8t5hymdc,15,9,6,1.0,15.3352032889933,8.30613918663683,0,1.0,2.0,12.0,3.0,91.0,33.0,male,graduate,1.0,3.0
cbctgbhm,hmfek0rf,10,0,10,0.0,15.1098174886843,-18.5046274258981,1,,,13.0,2.0,50.0,60.0,female,graduate,1.0,3.0
cbctgbhm,zcbdi4ff,15,0,15,0.0,15.1098174886843,-18.5046274258981,1,,,13.0,3.0,10.0,41.0,male,bachelor,1.0,2.0
cbctgbhm,dzo0iac7,5,0,5,1.0,15.1098174886843,-18.5046274258981,1,1.0,3.0,20.0,4.0,100.0,58.0,male,bachelor,1.0,0.0
cbctgbhm,d1fer9bi,10,0,10,1.0,15.1098174886843,-18.5046274258981,1,1.0,5.0,-15.0,4.0,0.0,44.0,female,graduate,1.0,3.0
cbctgbhm,a97up4my,15,0,15,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,19.0,3.0,25.0,47.0,female,bachelor,0.0,3.0
cbctgbhm,wcrhyfhc,5,3,2,1.0,15.6552619854883,-10.6145146455845,0,1.0,3.0,10.0,2.0,20.0,47.0,male,graduate,0.0,3.0
cbctgbhm,u6rulfet,10,3,7,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,20.0,3.0,20.0,45.0,male,graduate,0.0,3.0
cbctgbhm,lncmeevz,15,3,12,1.0,15.6552619854883,-10.6145146455845,0,1.0,3.0,30.0,3.0,70.0,34.0,male,graduate,1.0,2.0
cbctgbhm,kyfoi1hk,10,6,4,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,20.0,3.0,20.0,41.0,male,some_college,0.0,3.0
cbctgbhm,1izev0pd,15,6,9,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,21.0,4.0,70.0,41.0,male,graduate,1.0,3.0
cbctgbhm,auo4cxxx,15,9,6,0.0,15.1098174886843,-18.5046274258981,1,,,-5.0,4.0,0.0,18.0,male,some_college,1.0,3.0
cbctgbhm,hl7d3dax,10,0,10,1.0,15.6552619854883,-10.6145146455845,0,0.0,2.0,7.0,3.0,50.0,50.0,female,bachelor,1.0,3.0
cbctgbhm,1bk454pg,15,0,15,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,14.0,4.0,90.0,38.0,male,bachelor,0.0,3.0
cbctgbhm,nu2m2u8z,10,0,10,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,6.0,4.0,78.0,22.0,male,some_college,1.0,3.0
cbctgbhm,byqdza5q,15,0,15,0.0,14.5282644745692,7.35487993020429,1,,,20.0,1.0,15.0,36.0,female,graduate,0.0,3.0
cbctgbhm,hwqzd6sc,10,3,7,0.0,14.5282644745692,7.35487993020429,1,,,20.0,4.0,20.0,35.0,male,graduate,0.0,3.0
cbctgbhm,yk1s0mwq,10,6,4,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,15.0,4.0,94.0,45.0,male,bachelor,1.0,2.0
cbctgbhm,06ls8frx,15,6,9,0.0,15.1098174886843,-18.5046274258981,1,,,10.0,4.0,40.0,33.0,male,some_college,1.0,3.0
cbctgbhm,kg1uwnou,15,9,6,1.0,14.5282644745692,7.35487993020429,1,0.0,5.0,30.0,4.0,65.0,52.0,male,graduate,0.0,3.0
cbctgbhm,vxnczin8,10,0,10,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,15.0,3.0,40.0,35.0,male,bachelor,0.0,3.0
cbctgbhm,5p2u1nnu,15,0,15,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,20.0,3.0,60.0,24.0,male,bachelor,0.0,3.0
cbctgbhm,c3ki34x4,5,0,5,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,30.0,4.0,60.0,39.0,female,bachelor,1.0,2.0
cbctgbhm,rvq4awsp,10,0,10,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,10.0,3.0,20.0,37.0,female,graduate,0.0,3.0
cbctgbhm,cmya9mrl,5,3,2,1.0,15.1098174886843,-18.5046274258981,1,0.0,4.0,20.0,4.0,50.0,45.0,male,bachelor,0.0,3.0
cbctgbhm,m2z9n7r8,15,3,12,1.0,15.3352032889933,8.30613918663683,0,1.0,4.0,30.0,4.0,60.0,35.0,female,graduate,1.0,3.0
cbctgbhm,ps0stxx7,10,6,4,1.0,14.5282644745692,7.35487993020429,1,1.0,5.0,26.0,4.0,90.0,20.0,male,some_college,1.0,3.0
cbctgbhm,7gogb5vk,15,6,9,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,5.0,4.0,74.0,40.0,female,some_college,0.0,3.0
cbctgbhm,mkqzlq57,15,9,6,0.0,14.5282644745692,7.35487993020429,1,,,20.0,1.0,22.0,26.0,male,some_college,0.0,3.0
cbctgbhm,scf5tldz,10,0,10,1.0,15.3352032889933,8.30613918663683,0,1.0,2.0,15.0,3.0,10.0,33.0,male,bachelor,1.0,3.0
cbctgbhm,cxki159p,5,0,5,1.0,15.1098174886843,-18.5046274258981,1,1.0,5.0,15.0,5.0,5.0,44.0,male,graduate,0.0,3.0
cbctgbhm,aid3hfcr,10,0,10,1.0,14.5282644745692,7.35487993020429,1,1.0,2.0,5.0,2.0,25.0,29.0,male,graduate,1.0,3.0
cbctgbhm,bz9fas6u,15,0,15,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,10.0,4.0,10.0,51.0,female,bachelor,0.0,3.0
cbctgbhm,d5nwj8vj,5,3,2,1.0,14.5282644745692,7.35487993020429,1,1.0,4.0,14.0,3.0,97.0,28.0,female,graduate,1.0,3.0
cbctgbhm,39s29umj,10,3,7,1.0,15.6552619854883,-10.6145146455845,0,1.0,4.0,12.0,3.0,70.0,30.0,male,graduate,1.0,3.0
cbctgbhm,r03kpyei,15,3,12,1.0,15.3352032889933,8.30613918663683,0,1.0,5.0,15.0,5.0,10.0,24.0,male,graduate,0.0,3.0
cbctgbhm,u3hfjum3,10,6,4,0.0,15.6552619854883,-10.6145146455845,0,,,18.0,2.0,100.0,51.0,male,highschool,0.0,3.0
cbctgbhm,1txubq4i,15,6,9,1.0,15.3352032889933,8.30613918663683,0,0.0,3.0,15.0,3.0,90.0,32.0,female,bachelor,0.0,2.0
cbctgbhm,qekw749d,15,9,6,0.0,14.5282644745692,7.35487993020429,1,,,22.0,2.0,50.0,58.0,male,bachelor,0.0,3.0
cbctgbhm,nao9w2li,5,0,5,1.0,15.3352032889933,8.30613918663683,0,1.0,3.0,22.0,4.0,80.0,44.0,male,bachelor,0.0,3.0
cbctgbhm,bzvi0g8m,15,0,15,1.0,15.3352032889933,8.30613918663683,0,0.0,1.0,12.0,1.0,25.0,47.0,male,highschool,0.0,3.0
cbctgbhm,q2qln5v7,5,0,5,1.0,15.3352032889933,8.30613918663683,0,1.0,4.0,25.0,4.0,100.0,29.0,male,bachelor,0.0,3.0
cbctgbhm,6najgp62,10,0,10,1.0,15.3352032889933,8.30613918663683,0,0.0,2.0,20.0,1.0,25.0,27.0,male,highschool,0.0,3.0
cbctgbhm,t01s872s,15,0,15,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,5.0,4.0,35.0,59.0,male,some_college,0.0,3.0
cbctgbhm,aj1lr7zh,5,3,2,1.0,15.1098174886843,-18.5046274258981,1,1.0,2.0,10.0,2.0,45.0,21.0,female,some_college,1.0,3.0
cbctgbhm,t959npo4,10,3,7,1.0,15.1098174886843,-18.5046274258981,1,1.0,4.0,16.0,4.0,97.0,20.0,male,highschool,0.0,3.0
cbctgbhm,1gcyuyea,15,3,12,1.0,15.3352032889933,8.30613918663683,0,1.0,5.0,-20.0,5.0,0.0,24.0,male,bachelor,0.0,1.0
