participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_for_trade,participant.cumulative_bonuses,participant.payoff_for_holt_laury,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.prolific_base_return_url,session.config.prolific_return_code,session.config.prolific_no_id_code,session.config.fee_amount,session.config.endowment,session.config.include_control,session.config.belief_bonus_amount,session.config.forecast_bonus_amount,session.config.fee_per_correct_answer,session.config.use_browser_bots,session.config.for_prolific,intro.1.player.id_in_group,intro.1.player.role,intro.1.player.payoff,intro.1.player.consent,intro.1.player.condition,intro.1.player.user_agent_browser,intro.1.player.user_agent_browser_version,intro.1.player.user_agent_os,intro.1.player.user_agent_os_version,intro.1.player.user_agent_device,intro.1.player.user_agent_is_bot,intro.1.player.user_agent_is_mobile,intro.1.player.user_agent_is_tablet,intro.1.player.user_agent_is_pc,intro.1.player.attention_check,intro.1.player.attention_check_passed,intro.1.player.q1,intro.1.player.q2,intro.1.player.q3,intro.1.player.q4,intro.1.player.q5,intro.1.player.q6,intro.1.player.self_assesment,intro.1.group.id_in_subsession,intro.1.subsession.round_number,main.1.player.id_in_group,main.1.player.role,main.1.player.payoff,main.1.player.inner_round_number,main.1.player.series_round,main.1.player.session_name,main.1.player.condition,main.1.player.block_order,main.1.player.trade_payoff,main.1.player.payable_round,main.1.player.data_available,main.1.player.pay_for_data,main.1.player.ack_brokerage_fee,main.1.player.round_type,main.1.player.investment_amount,main.1.player.return_forecast,main.1.player.forecast_confidence,main.1.player.imbalance_informative,main.1.player.belief_confidence,main.1.player.telemetry_payload,main.1.player.realized_return,main.1.player.imbalance_was_informative,main.1.player.investment_payoff,main.1.player.cumulative_bonuses,main.1.player.round_payoff,main.1.player.self_assesment,main.1.group.id_in_subsession,main.1.subsession.round_number,main.1.subsession.training,main.2.player.id_in_group,main.2.player.role,main.2.player.payoff,main.2.player.inner_round_number,main.2.player.series_round,main.2.player.session_name,main.2.player.condition,main.2.player.block_order,main.2.player.trade_payoff,main.2.player.payable_round,main.2.player.data_available,main.2.player.pay_for_data,main.2.player.ack_brokerage_fee,main.2.player.round_type,main.2.player.investment_amount,main.2.player.return_forecast,main.2.player.forecast_confidence,main.2.player.imbalance_informative,main.2.player.belief_confidence,main.2.player.telemetry_payload,main.2.player.realized_return,main.2.player.imbalance_was_informative,main.2.player.investment_payoff,main.2.player.cumulative_bonuses,main.2.player.round_payoff,main.2.player.self_assesment,main.2.group.id_in_subsession,main.2.subsession.round_number,main.2.subsession.training,main.3.player.id_in_group,main.3.player.role,main.3.player.payoff,main.3.player.inner_round_number,main.3.player.series_round,main.3.player.session_name,main.3.player.condition,main.3.player.block_order,main.3.player.trade_payoff,main.3.player.payable_round,main.3.player.data_available,main.3.player.pay_for_data,main.3.player.ack_brokerage_fee,main.3.player.round_type,main.3.player.investment_amount,main.3.player.return_forecast,main.3.player.forecast_confidence,main.3.player.imbalance_informative,main.3.player.belief_confidence,main.3.player.telemetry_payload,main.3.player.realized_return,main.3.player.imbalance_was_informative,main.3.player.investment_payoff,main.3.player.cumulative_bonuses,main.3.player.round_payoff,main.3.player.self_assesment,main.3.group.id_in_subsession,main.3.subsession.round_number,main.3.subsession.training,main.4.player.id_in_group,main.4.player.role,main.4.player.payoff,main.4.player.inner_round_number,main.4.player.series_round,main.4.player.session_name,main.4.player.condition,main.4.player.block_order,main.4.player.trade_payoff,main.4.player.payable_round,main.4.player.data_available,main.4.player.pay_for_data,main.4.player.ack_brokerage_fee,main.4.player.round_type,main.4.player.investment_amount,main.4.player.return_forecast,main.4.player.forecast_confidence,main.4.player.imbalance_informative,main.4.player.belief_confidence,main.4.player.telemetry_payload,main.4.player.realized_return,main.4.player.imbalance_was_informative,main.4.player.investment_payoff,main.4.player.cumulative_bonuses,main.4.player.round_payoff,main.4.player.self_assesment,main.4.group.id_in_subsession,main.4.subsession.round_number,main.4.subsession.training,main.5.player.id_in_group,main.5.player.role,main.5.player.payoff,main.5.player.inner_round_number,main.5.player.series_round,main.5.player.session_name,main.5.player.condition,main.5.player.block_order,main.5.player.trade_payoff,main.5.player.payable_round,main.5.player.data_available,main.5.player.pay_for_data,main.5.player.ack_brokerage_fee,main.5.player.round_type,main.5.player.investment_amount,main.5.player.return_forecast,main.5.player.forecast_confidence,main.5.player.imbalance_informative,main.5.player.belief_confidence,main.5.player.telemetry_payload,main.5.player.realized_return,main.5.player.imbalance_was_informative,main.5.player.investment_payoff,main.5.player.cumulative_bonuses,main.5.player.round_payoff,main.5.player.self_assesment,main.5.group.id_in_subsession,main.5.subsession.round_number,main.5.subsession.training,main.6.player.id_in_group,main.6.player.role,main.6.player.payoff,main.6.player.inner_round_number,main.6.player.series_round,main.6.player.session_name,main.6.player.condition,main.6.player.block_order,main.6.player.trade_payoff,main.6.player.payable_round,main.6.player.data_available,main.6.player.pay_for_data,main.6.player.ack_brokerage_fee,main.6.player.round_type,main.6.player.investment_amount,main.6.player.return_forecast,main.6.player.forecast_confidence,main.6.player.imbalance_informative,main.6.player.belief_confidence,main.6.player.telemetry_payload,main.6.player.realized_return,main.6.player.imbalance_was_informative,main.6.player.investment_payoff,main.6.player.cumulative_bonuses,main.6.player.round_payoff,main.6.player.self_assesment,main.6.group.id_in_subsession,main.6.subsession.round_number,main.6.subsession.training,main.7.player.id_in_group,main.7.player.role,main.7.player.payoff,main.7.player.inner_round_number,main.7.player.series_round,main.7.player.session_name,main.7.player.condition,main.7.player.block_order,main.7.player.trade_payoff,main.7.player.payable_round,main.7.player.data_available,main.7.player.pay_for_data,main.7.player.ack_brokerage_fee,main.7.player.round_type,main.7.player.investment_amount,main.7.player.return_forecast,main.7.player.forecast_confidence,main.7.player.imbalance_informative,main.7.player.belief_confidence,main.7.player.telemetry_payload,main.7.player.realized_return,main.7.player.imbalance_was_informative,main.7.player.investment_payoff,main.7.player.cumulative_bonuses,main.7.player.round_payoff,main.7.player.self_assesment,main.7.group.id_in_subsession,main.7.subsession.round_number,main.7.subsession.training,main.8.player.id_in_group,main.8.player.role,main.8.player.payoff,main.8.player.inner_round_number,main.8.player.series_round,main.8.player.session_name,main.8.player.condition,main.8.player.block_order,main.8.player.trade_payoff,main.8.player.payable_round,main.8.player.data_available,main.8.player.pay_for_data,main.8.player.ack_brokerage_fee,main.8.player.round_type,main.8.player.investment_amount,main.8.player.return_forecast,main.8.player.forecast_confidence,main.8.player.imbalance_informative,main.8.player.belief_confidence,main.8.player.telemetry_payload,main.8.player.realized_return,main.8.player.imbalance_was_informative,main.8.player.investment_payoff,main.8.player.cumulative_bonuses,main.8.player.round_payoff,main.8.player.self_assesment,main.8.group.id_in_subsession,main.8.subsession.round_number,main.8.subsession.training,main.9.player.id_in_group,main.9.player.role,main.9.player.payoff,main.9.player.inner_round_number,main.9.player.series_round,main.9.player.session_name,main.9.player.condition,main.9.player.block_order,main.9.player.trade_payoff,main.9.player.payable_round,main.9.player.data_available,main.9.player.pay_for_data,main.9.player.ack_brokerage_fee,main.9.player.round_type,main.9.player.investment_amount,main.9.player.return_forecast,main.9.player.forecast_confidence,main.9.player.imbalance_informative,main.9.player.belief_confidence,main.9.player.telemetry_payload,main.9.player.realized_return,main.9.player.imbalance_was_informative,main.9.player.investment_payoff,main.9.player.cumulative_bonuses,main.9.player.round_payoff,main.9.player.self_assesment,main.9.group.id_in_subsession,main.9.subsession.round_number,main.9.subsession.training,main.10.player.id_in_group,main.10.player.role,main.10.player.payoff,main.10.player.inner_round_number,main.10.player.series_round,main.10.player.session_name,main.10.player.condition,main.10.player.block_order,main.10.player.trade_payoff,main.10.player.payable_round,main.10.player.data_available,main.10.player.pay_for_data,main.10.player.ack_brokerage_fee,main.10.player.round_type,main.10.player.investment_amount,main.10.player.return_forecast,main.10.player.forecast_confidence,main.10.player.imbalance_informative,main.10.player.belief_confidence,main.10.player.telemetry_payload,main.10.player.realized_return,main.10.player.imbalance_was_informative,main.10.player.investment_payoff,main.10.player.cumulative_bonuses,main.10.player.round_payoff,main.10.player.self_assesment,main.10.group.id_in_subsession,main.10.subsession.round_number,main.10.subsession.training,main.11.player.id_in_group,main.11.player.role,main.11.player.payoff,main.11.player.inner_round_number,main.11.player.series_round,main.11.player.session_name,main.11.player.condition,main.11.player.block_order,main.11.player.trade_payoff,main.11.player.payable_round,main.11.player.data_available,main.11.player.pay_for_data,main.11.player.ack_brokerage_fee,main.11.player.round_type,main.11.player.investment_amount,main.11.player.return_forecast,main.11.player.forecast_confidence,main.11.player.imbalance_informative,main.11.player.belief_confidence,main.11.player.telemetry_payload,main.11.player.realized_return,main.11.player.imbalance_was_informative,main.11.player.investment_payoff,main.11.player.cumulative_bonuses,main.11.player.round_payoff,main.11.player.self_assesment,main.11.group.id_in_subsession,main.11.subsession.round_number,main.11.subsession.training,main.12.player.id_in_group,main.12.player.role,main.12.player.payoff,main.12.player.inner_round_number,main.12.player.series_round,main.12.player.session_name,main.12.player.condition,main.12.player.block_order,main.12.player.trade_payoff,main.12.player.payable_round,main.12.player.data_available,main.12.player.pay_for_data,main.12.player.ack_brokerage_fee,main.12.player.round_type,main.12.player.investment_amount,main.12.player.return_forecast,main.12.player.forecast_confidence,main.12.player.imbalance_informative,main.12.player.belief_confidence,main.12.player.telemetry_payload,main.12.player.realized_return,main.12.player.imbalance_was_informative,main.12.player.investment_payoff,main.12.player.cumulative_bonuses,main.12.player.round_payoff,main.12.player.self_assesment,main.12.group.id_in_subsession,main.12.subsession.round_number,main.12.subsession.training,main.13.player.id_in_group,main.13.player.role,main.13.player.payoff,main.13.player.inner_round_number,main.13.player.series_round,main.13.player.session_name,main.13.player.condition,main.13.player.block_order,main.13.player.trade_payoff,main.13.player.payable_round,main.13.player.data_available,main.13.player.pay_for_data,main.13.player.ack_brokerage_fee,main.13.player.round_type,main.13.player.investment_amount,main.13.player.return_forecast,main.13.player.forecast_confidence,main.13.player.imbalance_informative,main.13.player.belief_confidence,main.13.player.telemetry_payload,main.13.player.realized_return,main.13.player.imbalance_was_informative,main.13.player.investment_payoff,main.13.player.cumulative_bonuses,main.13.player.round_payoff,main.13.player.self_assesment,main.13.group.id_in_subsession,main.13.subsession.round_number,main.13.subsession.training,main.14.player.id_in_group,main.14.player.role,main.14.player.payoff,main.14.player.inner_round_number,main.14.player.series_round,main.14.player.session_name,main.14.player.condition,main.14.player.block_order,main.14.player.trade_payoff,main.14.player.payable_round,main.14.player.data_available,main.14.player.pay_for_data,main.14.player.ack_brokerage_fee,main.14.player.round_type,main.14.player.investment_amount,main.14.player.return_forecast,main.14.player.forecast_confidence,main.14.player.imbalance_informative,main.14.player.belief_confidence,main.14.player.telemetry_payload,main.14.player.realized_return,main.14.player.imbalance_was_informative,main.14.player.investment_payoff,main.14.player.cumulative_bonuses,main.14.player.round_payoff,main.14.player.self_assesment,main.14.group.id_in_subsession,main.14.subsession.round_number,main.14.subsession.training,main.15.player.id_in_group,main.15.player.role,main.15.player.payoff,main.15.player.inner_round_number,main.15.player.series_round,main.15.player.session_name,main.15.player.condition,main.15.player.block_order,main.15.player.trade_payoff,main.15.player.payable_round,main.15.player.data_available,main.15.player.pay_for_data,main.15.player.ack_brokerage_fee,main.15.player.round_type,main.15.player.investment_amount,main.15.player.return_forecast,main.15.player.forecast_confidence,main.15.player.imbalance_informative,main.15.player.belief_confidence,main.15.player.telemetry_payload,main.15.player.realized_return,main.15.player.imbalance_was_informative,main.15.player.investment_payoff,main.15.player.cumulative_bonuses,main.15.player.round_payoff,main.15.player.self_assesment,main.15.group.id_in_subsession,main.15.subsession.round_number,main.15.subsession.training,main.16.player.id_in_group,main.16.player.role,main.16.player.payoff,main.16.player.inner_round_number,main.16.player.series_round,main.16.player.session_name,main.16.player.condition,main.16.player.block_order,main.16.player.trade_payoff,main.16.player.payable_round,main.16.player.data_available,main.16.player.pay_for_data,main.16.player.ack_brokerage_fee,main.16.player.round_type,main.16.player.investment_amount,main.16.player.return_forecast,main.16.player.forecast_confidence,main.16.player.imbalance_informative,main.16.player.belief_confidence,main.16.player.telemetry_payload,main.16.player.realized_return,main.16.player.imbalance_was_informative,main.16.player.investment_payoff,main.16.player.cumulative_bonuses,main.16.player.round_payoff,main.16.player.self_assesment,main.16.group.id_in_subsession,main.16.subsession.round_number,main.16.subsession.training,main.17.player.id_in_group,main.17.player.role,main.17.player.payoff,main.17.player.inner_round_number,main.17.player.series_round,main.17.player.session_name,main.17.player.condition,main.17.player.block_order,main.17.player.trade_payoff,main.17.player.payable_round,main.17.player.data_available,main.17.player.pay_for_data,main.17.player.ack_brokerage_fee,main.17.player.round_type,main.17.player.investment_amount,main.17.player.return_forecast,main.17.player.forecast_confidence,main.17.player.imbalance_informative,main.17.player.belief_confidence,main.17.player.telemetry_payload,main.17.player.realized_return,main.17.player.imbalance_was_informative,main.17.player.investment_payoff,main.17.player.cumulative_bonuses,main.17.player.round_payoff,main.17.player.self_assesment,main.17.group.id_in_subsession,main.17.subsession.round_number,main.17.subsession.training,main.18.player.id_in_group,main.18.player.role,main.18.player.payoff,main.18.player.inner_round_number,main.18.player.series_round,main.18.player.session_name,main.18.player.condition,main.18.player.block_order,main.18.player.trade_payoff,main.18.player.payable_round,main.18.player.data_available,main.18.player.pay_for_data,main.18.player.ack_brokerage_fee,main.18.player.round_type,main.18.player.investment_amount,main.18.player.return_forecast,main.18.player.forecast_confidence,main.18.player.imbalance_informative,main.18.player.belief_confidence,main.18.player.telemetry_payload,main.18.player.realized_return,main.18.player.imbalance_was_informative,main.18.player.investment_payoff,main.18.player.cumulative_bonuses,main.18.player.round_payoff,main.18.player.self_assesment,main.18.group.id_in_subsession,main.18.subsession.round_number,main.18.subsession.training,main.19.player.id_in_group,main.19.player.role,main.19.player.payoff,main.19.player.inner_round_number,main.19.player.series_round,main.19.player.session_name,main.19.player.condition,main.19.player.block_order,main.19.player.trade_payoff,main.19.player.payable_round,main.19.player.data_available,main.19.player.pay_for_data,main.19.player.ack_brokerage_fee,main.19.player.round_type,main.19.player.investment_amount,main.19.player.return_forecast,main.19.player.forecast_confidence,main.19.player.imbalance_informative,main.19.player.belief_confidence,main.19.player.telemetry_payload,main.19.player.realized_return,main.19.player.imbalance_was_informative,main.19.player.investment_payoff,main.19.player.cumulative_bonuses,main.19.player.round_payoff,main.19.player.self_assesment,main.19.group.id_in_subsession,main.19.subsession.round_number,main.19.subsession.training,main.20.player.id_in_group,main.20.player.role,main.20.player.payoff,main.20.player.inner_round_number,main.20.player.series_round,main.20.player.session_name,main.20.player.condition,main.20.player.block_order,main.20.player.trade_payoff,main.20.player.payable_round,main.20.player.data_available,main.20.player.pay_for_data,main.20.player.ack_brokerage_fee,main.20.player.round_type,main.20.player.investment_amount,main.20.player.return_forecast,main.20.player.forecast_confidence,main.20.player.imbalance_informative,main.20.player.belief_confidence,main.20.player.telemetry_payload,main.20.player.realized_return,main.20.player.imbalance_was_informative,main.20.player.investment_payoff,main.20.player.cumulative_bonuses,main.20.player.round_payoff,main.20.player.self_assesment,main.20.group.id_in_subsession,main.20.subsession.round_number,main.20.subsession.training,post_exp.1.player.id_in_group,post_exp.1.player.role,post_exp.1.player.payoff,post_exp.1.player.payable_round,post_exp.1.player.payoff_for_trade,post_exp.1.player.hl_switch_point,post_exp.1.player.hl_draw_row,post_exp.1.player.hl_draw_option,post_exp.1.player.hl_draw_random,post_exp.1.player.savings_interest,post_exp.1.player.inflation_effect,post_exp.1.player.bid_price_definition,post_exp.1.player.mortgage_comparison,post_exp.1.player.asset_fluctuations,post_exp.1.player.investment_risk,post_exp.1.player.long_term_returns,post_exp.1.player.stock_mutual_fund_loss,post_exp.1.player.bid_ask_spread,post_exp.1.player.mutual_fund_statements,post_exp.1.player.bond_investment,post_exp.1.player.credit_card_payment,post_exp.1.player.num_quiz_questions,post_exp.1.player.num_correct_answers,post_exp.1.player.payoff_for_quiz,post_exp.1.player.payoff_for_quiz_expected,post_exp.1.player.gender,post_exp.1.player.age,post_exp.1.player.nationality,post_exp.1.player.education,post_exp.1.player.study_major,post_exp.1.player.course_financial,post_exp.1.player.experiment_before,post_exp.1.player.trading_experience,post_exp.1.player.online_trading_experience,post_exp.1.player.trading_frequency,post_exp.1.player.portfolio_frequency,post_exp.1.player.asset_class,post_exp.1.player.use_leverage,post_exp.1.player.email,post_exp.1.player.student_id,post_exp.1.player.purpose,post_exp.1.player.difficulty,post_exp.1.player.pilot_difficulty,post_exp.1.player.pilot_instruction_clarity,post_exp.1.player.pilot_unclear_open,post_exp.1.player.pilot_payoff_understanding,post_exp.1.player.pilot_interface_clarity,post_exp.1.player.pilot_tech_issues,post_exp.1.player.pilot_tech_issues_desc,post_exp.1.player.pilot_flow_unsure_steps,post_exp.1.player.pilot_one_change,post_exp.1.player.pilot_surprises_mismatch,post_exp.1.player.pilot_missing_info,post_exp.1.player.pilot_confusing_wording,post_exp.1.group.id_in_subsession,post_exp.1.subsession.round_number
1,mbi772qr,,0,3,70,intro,comprehensionQuestions,2026-08-24 18:49:01.011214,1,,,0.0,0.0,0.0,,9vfoiax5,,,,,0,full_study,0.0,0.1,https://app.prolific.com/submissions/complete?cc=,C19O189D,NO_ID,5,100,0,1,1,0.25,0,0,1,,0.0,1,treatment,Edge,151.0.0,Windows,10,Other,0,0,0,1,,,,,,,,,,1,1,1,,0.0,1,1,,treatment,,0.0,5,1,,,training,,,,,,,,,0.0,0.0,,,1,1,1,1,,0.0,2,2,,treatment,,0.0,5,1,,,training,,,,,,,,,0.0,0.0,,,1,2,1,1,,0.0,3,11,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,3,0,1,,0.0,4,18,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,4,0,1,,0.0,5,13,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,5,0,1,,0.0,6,14,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,6,0,1,,0.0,7,5,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,7,0,1,,0.0,8,7,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,8,0,1,,0.0,9,17,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,9,0,1,,0.0,10,4,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,10,0,1,,0.0,11,9,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,11,0,1,,0.0,12,20,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,12,0,1,,0.0,13,15,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,13,0,1,,0.0,14,16,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,14,0,1,,0.0,15,3,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,15,0,1,,0.0,16,10,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,16,0,1,,0.0,17,6,,treatment,,0.0,5,1,,,free_data,,,,,,,,,0.0,0.0,,,1,17,0,1,,0.0,18,19,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,18,0,1,,0.0,19,8,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,19,0,1,,0.0,20,12,,treatment,,0.0,5,0,,,paid_data,,,,,,,,,0.0,0.0,,,1,20,0,1,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
