participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.inner_round_number,player.session_name,player.condition,player.block_order,player.trade_payoff,player.payable_round,player.data_available,player.pay_for_data,player.ack_brokerage_fee,player.round_type,player.investment_amount,player.return_forecast,player.telemetry_payload,player.imbalance_informative,player.realized_return,player.imbalance_was_informative,player.investment_payoff,player.cumulative_bonuses,player.round_payoff,player.self_assesment,subsession.training,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,nb352xw9,CHAPKOVSKI,0,2,52,intro,Instructions,2026-01-13 12:19:32.125858,1,,,0.0,1,,0.0,1,,control,,0.0,11,1,,,training,,,,,,,0.0,0.0,,,1,4pnyq9ay,,,,,0
2,02dt41v2,,0,2,52,intro,Instructions,2026-01-13 12:19:57.501856,1,,,0.0,2,,0.0,1,,treatment,,0.0,3,1,,,training,,,,,,,0.0,0.0,,,1,4pnyq9ay,,,,,0
3,hrnibdd0,5c5ff87f8c0552000109d7de,0,2,52,intro,Instructions,2026-01-13 12:27:22.014726,1,,,0.0,3,,0.0,1,,treatment,,0.0,8,1,,,training,,,,,,,0.0,0.0,,,1,4pnyq9ay,,,,,0
4,0aiehn2r,5ebbc0b64fa5d7198e40eb2b,0,3,52,intro,comprehensionQuestions,2026-01-13 12:27:34.951269,1,,,0.0,4,,0.0,1,,treatment,,0.0,14,1,,,training,,,,,,,0.0,0.0,,,1,4pnyq9ay,,,,,0
5,72ynqf5l,695c0d0826bfa6a67f9d13ed,0,52,52,post_exp,FinalForProlific,2026-01-13 12:29:33.818757,1,,,120.24,5,,0.0,1,,control,,0.0,5,1,,,training,80.0,20.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/72ynqf5l/main/Trade/6""},""ts"":""2026-01-13T12:34:05.736Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T12:34:15.793Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T12:34:17.213Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:34:28.983Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:34:38.223Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:34:38.723Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T12:34:45.051Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T12:34:45.051Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:34:54.962Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:35:01.988Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:35:02.751Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T12:35:04.281Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T12:35:04.282Z""}]",0,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
6,tenals7u,59a7cfeb7ff2320001ec59d9,0,49,52,post_exp,Demographics,2026-01-13 12:33:46.935134,1,,,1244.44,6,,0.0,1,,treatment,,0.0,11,1,,,training,20.0,-5.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/tenals7u/main/Trade/6""},""ts"":""2026-01-13T12:45:25.142Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:46:28.634Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:46:32.640Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T12:46:47.696Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T12:46:47.697Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:46:50.462Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:47:12.477Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:47:13.543Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:47:21.496Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:47:22.473Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:47:23.324Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:47:24.011Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T12:47:25.596Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T12:47:25.599Z""}]",0,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
7,85sklq0c,5e1f7b5450f6aa0122fcef8b,0,6,52,main,Trade,2026-01-13 12:35:39.868372,1,,,0.0,7,,0.0,1,,treatment,,0.0,10,1,,,training,,,,,,,0.0,0.0,,,1,4pnyq9ay,,,,,0
8,aes53fug,60ddc62b071a009e0b0c2922,0,52,52,post_exp,FinalForProlific,2026-01-13 12:35:48.635523,1,,,121.64,8,,0.0,1,,treatment,,0.0,5,1,,,training,20.0,0.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/aes53fug/main/Trade/6""},""ts"":""2026-01-13T12:42:48.883Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:43:18.455Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:43:19.469Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T12:43:24.766Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T12:43:24.766Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:43:25.750Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:43:28.357Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T12:43:29.542Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T12:43:29.544Z""}]",1,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
9,8tps2isy,6631997e0554bb6d25062fd4,0,52,52,post_exp,FinalForProlific,2026-01-13 12:39:37.543402,1,,,111.87,9,,0.0,1,,control,,0.0,3,1,,,training,10.0,3.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/8tps2isy/main/Trade/6""},""ts"":""2026-01-13T12:49:56.865Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T12:50:07.857Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T12:51:06.422Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T12:51:06.961Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T12:51:06.961Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:51:48.098Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T12:51:50.146Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:51:57.791Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T12:51:58.352Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T12:52:00.760Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T12:52:00.839Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T12:52:01.944Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T12:52:01.945Z""}]",0,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
10,baicjhts,66fd3f6c93c24ecc119be354,0,52,52,post_exp,FinalForProlific,2026-01-13 13:39:22.662260,1,,,100.73,10,,0.0,1,,treatment,,0.0,10,1,,,training,0.0,0.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/baicjhts/main/Trade/6""},""ts"":""2026-01-13T13:44:12.799Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T13:44:15.357Z""},{""type"":""visibilitychange"",""detail"":{""state"":""hidden""},""ts"":""2026-01-13T13:44:15.660Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T13:44:38.603Z""},{""type"":""visibilitychange"",""detail"":{""state"":""visible""},""ts"":""2026-01-13T13:44:38.603Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T13:44:43.837Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T13:44:43.924Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T13:44:44.853Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T13:45:02.633Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:45:02.699Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:45:04.684Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T13:45:10.604Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T13:45:10.604Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:45:12.017Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:45:12.079Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T13:45:13.150Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T13:45:13.150Z""}]",1,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
11,e7ngb17q,5f1833a16e55c522eeaf4dbe,0,52,52,post_exp,FinalForProlific,2026-01-13 13:41:08.788415,1,,,107.3,11,,0.0,1,,treatment,,0.0,10,1,,,training,20.0,15.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/e7ngb17q/main/Trade/6""},""ts"":""2026-01-13T13:46:46.843Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:47:02.037Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:47:02.975Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T13:47:09.295Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T13:47:09.295Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:47:10.328Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:47:11.143Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T13:47:13.379Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T13:47:13.381Z""}]",1,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
12,8tiob781,558996f2fdf99b7ae47f5ed2,0,52,52,post_exp,FinalForProlific,2026-01-13 13:44:31.217544,1,,,118.02,12,,0.0,1,,treatment,,0.0,13,1,,,training,50.0,20.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/8tiob781/main/Trade/6""},""ts"":""2026-01-13T13:47:58.545Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:48:53.403Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:48:55.169Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T13:48:57.622Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T13:48:57.622Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:49:36.112Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:49:59.036Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:49:59.842Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T13:50:03.063Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T13:50:03.064Z""}]",1,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
13,10ba1h9i,673e222bdb1a35935b3075f1,0,52,52,post_exp,FinalForProlific,2026-01-13 13:45:11.395849,1,,,122.77,13,,0.0,1,,control,,0.0,3,1,,,training,82.0,9.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/10ba1h9i/main/Trade/6""},""ts"":""2026-01-13T13:53:38.165Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T13:53:43.795Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T13:53:46.140Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T13:55:22.658Z""},{""type"":""visibilitychange"",""detail"":{""state"":""hidden""},""ts"":""2026-01-13T13:55:22.919Z""},{""type"":""visibilitychange"",""detail"":{""state"":""visible""},""ts"":""2026-01-13T13:55:25.496Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T13:55:25.537Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T13:55:43.300Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T13:55:43.300Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:55:52.721Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:55:54.158Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:56:04.643Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T13:56:11.983Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T13:56:11.984Z""}]",0,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
14,emikhd4s,5d542c3a5af5900019bc80c4,0,52,52,post_exp,FinalForProlific,2026-01-13 13:55:36.281484,1,,,107.1,14,,0.0,1,,treatment,,0.0,13,1,,,training,0.0,1.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/emikhd4s/main/Trade/6""},""ts"":""2026-01-13T13:59:19.539Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:59:31.949Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:59:37.260Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T13:59:39.032Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T13:59:39.032Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:59:54.254Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:59:55.982Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:59:59.935Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T14:00:01.314Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T14:00:01.317Z""}]",0,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
15,izrq526l,5ad8dbe2e34a050001b83eac,0,52,52,post_exp,FinalForProlific,2026-01-13 13:57:46.418645,1,,,110.0,15,,0.0,1,,treatment,,0.0,9,1,,,training,0.0,0.5,"[{""type"":""page-load"",""detail"":{""path"":""/p/izrq526l/main/Trade/6""},""ts"":""2026-01-13T14:06:09.899Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T14:06:54.873Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T14:06:54.873Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:06:56.203Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:06:57.826Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:07:01.009Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:07:08.101Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:07:10.033Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:07:16.642Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T14:07:17.824Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T14:07:17.825Z""}]",1,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
16,gq6osmn7,59775e3831c84f0001d977b7,0,52,52,post_exp,FinalForProlific,2026-01-13 14:30:13.918982,1,,,110.24,16,,0.0,1,,treatment,,0.0,14,1,,,training,25.0,2.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/gq6osmn7/main/Trade/6""},""ts"":""2026-01-13T14:34:22.610Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T14:34:24.080Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T14:34:24.165Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T14:34:24.294Z""},{""type"":""visibilitychange"",""detail"":{""state"":""hidden""},""ts"":""2026-01-13T14:34:24.326Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T14:34:30.654Z""},{""type"":""visibilitychange"",""detail"":{""state"":""visible""},""ts"":""2026-01-13T14:34:30.669Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:34:36.941Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:34:44.797Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:34:45.641Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T14:34:47.461Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T14:34:47.461Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:34:48.036Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:34:57.934Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T14:34:59.421Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T14:34:59.422Z""}]",1,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
17,le9lwn4f,66855395948d6d88d5a55521,0,52,52,post_exp,FinalForProlific,2026-01-13 15:38:56.747084,1,,,108.24,17,,0.0,1,,control,,0.0,4,1,,,training,80.0,15.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/le9lwn4f/main/Trade/6""},""ts"":""2026-01-13T15:41:08.344Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:41:20.795Z""},{""type"":""click"",""detail"":{""tag"":""LABEL"",""name"":null,""id"":null,""type"":null},""ts"":""2026-01-13T15:41:24.496Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T15:41:24.498Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T15:41:24.498Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:41:32.792Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:41:33.933Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:41:35.889Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:41:38.291Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T15:41:39.663Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T15:41:39.663Z""}]",1,29.7625447699681,1,0.0,0.0,0.0,,1,4pnyq9ay,,,,,0
18,xlu1r0j7,5afc14a00b2d5f00015693b4,0,3,52,intro,comprehensionQuestions,2026-01-13 15:39:00.905584,1,,,0.0,18,,0.0,1,,treatment,,0.0,12,1,,,training,,,,,,,0.0,0.0,,,1,4pnyq9ay,,,,,0
