participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.inner_round_number,player.session_name,player.condition,player.block_order,player.trade_payoff,player.payable_round,player.data_available,player.pay_for_data,player.ack_brokerage_fee,player.round_type,player.investment_amount,player.return_forecast,player.telemetry_payload,player.imbalance_informative,player.realized_return,player.imbalance_was_informative,player.investment_payoff,player.cumulative_bonuses,player.round_payoff,player.self_assesment,subsession.training,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
10,baicjhts,66fd3f6c93c24ecc119be354,0,52,52,post_exp,FinalForProlific,2026-01-13 13:39:22.662260,1,,,100.73,10,,102.11,3,,treatment,,0.0,10,1,1,,paid_data,50.0,1.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/baicjhts/main/Trade/12""},""ts"":""2026-01-13T13:46:16.186Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:46:29.094Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:46:30.725Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T13:46:32.882Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T13:46:32.882Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:46:34.026Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:46:34.583Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T13:46:35.666Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T13:46:35.666Z""}]",1,16.2241467682678,0,102.11,0.0,102.11,,0,4pnyq9ay,,,,,0
11,e7ngb17q,5f1833a16e55c522eeaf4dbe,0,52,52,post_exp,FinalForProlific,2026-01-13 13:41:08.788415,1,,,107.3,11,,103.24,3,,treatment,,0.0,10,0,0,,paid_data,20.0,15.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/e7ngb17q/main/Trade/12""},""ts"":""2026-01-13T13:48:14.499Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:48:28.711Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:48:29.458Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:48:30.845Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:48:31.014Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T13:48:32.428Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T13:48:32.429Z""}]",,16.2241467682678,0,103.24,0.0,103.24,,0,4pnyq9ay,,,,,0
12,8tiob781,558996f2fdf99b7ae47f5ed2,0,52,52,post_exp,FinalForProlific,2026-01-13 13:44:31.217544,1,,,118.02,12,,97.43,3,,treatment,,0.0,13,1,1,,paid_data,15.0,5.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/8tiob781/main/Trade/12""},""ts"":""2026-01-13T13:52:00.383Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T13:52:16.897Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T13:52:16.897Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:52:27.196Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:52:27.507Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:52:28.289Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:52:28.393Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:52:38.583Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:52:40.537Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T13:52:43.398Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T13:52:43.399Z""}]",0,16.2241467682678,0,96.43,1.0,97.43,,0,4pnyq9ay,,,,,0
13,10ba1h9i,673e222bdb1a35935b3075f1,0,52,52,post_exp,FinalForProlific,2026-01-13 13:45:11.395849,1,,,122.77,13,,109.92,3,,control,,0.0,3,1,,,free_data,55.0,8.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/10ba1h9i/main/Trade/12""},""ts"":""2026-01-13T13:57:15.370Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T13:57:24.318Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T13:57:24.318Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:57:26.060Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:57:31.872Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:57:32.148Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T13:57:35.502Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:57:38.479Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T13:57:40.319Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T13:57:42.720Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T13:57:42.722Z""}]",0,16.2241467682678,0,108.92,1.0,109.92,,0,4pnyq9ay,,,,,0
14,emikhd4s,5d542c3a5af5900019bc80c4,0,52,52,post_exp,FinalForProlific,2026-01-13 13:55:36.281484,1,,,107.1,14,,101.3,3,,treatment,,0.0,13,0,0,,paid_data,8.0,7.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/emikhd4s/main/Trade/12""},""ts"":""2026-01-13T14:00:59.304Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:01:05.166Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:01:09.709Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:01:10.666Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:01:12.486Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T14:01:13.682Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T14:01:13.683Z""}]",,16.2241467682678,0,101.3,0.0,101.3,,0,4pnyq9ay,,,,,0
15,izrq526l,5ad8dbe2e34a050001b83eac,0,52,52,post_exp,FinalForProlific,2026-01-13 13:57:46.418645,1,,,110.0,15,,109.25,3,,treatment,,0.0,9,1,1,,paid_data,94.0,0.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/izrq526l/main/Trade/12""},""ts"":""2026-01-13T14:10:33.487Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:10:48.590Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:10:51.014Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:10:51.913Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T14:10:53.841Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T14:10:53.841Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:10:58.937Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:10:59.487Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T14:11:00.636Z""},{""type"":""visibilitychange"",""detail"":{""state"":""hidden""},""ts"":""2026-01-13T14:11:00.640Z""},{""type"":""visibilitychange"",""detail"":{""state"":""visible""},""ts"":""2026-01-13T14:11:21.408Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T14:11:21.422Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T14:11:22.606Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T14:11:22.607Z""}]",1,16.2241467682678,0,109.25,0.0,109.25,,0,4pnyq9ay,,,,,0
16,gq6osmn7,59775e3831c84f0001d977b7,0,52,52,post_exp,FinalForProlific,2026-01-13 14:30:13.918982,1,,,110.24,16,,101.62,3,,treatment,,0.0,14,0,0,,paid_data,10.0,0.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/gq6osmn7/main/Trade/12""},""ts"":""2026-01-13T14:35:34.303Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:35:41.253Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T14:35:41.742Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:35:42.644Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T14:35:42.725Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T14:35:43.276Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T14:35:43.277Z""}]",,16.2241467682678,0,101.62,0.0,101.62,,0,4pnyq9ay,,,,,0
17,le9lwn4f,66855395948d6d88d5a55521,0,52,52,post_exp,FinalForProlific,2026-01-13 15:38:56.747084,1,,,108.24,17,,108.11,3,,control,,0.0,4,1,,,free_data,50.0,12.5,"[{""type"":""page-load"",""detail"":{""path"":""/p/le9lwn4f/main/Trade/12""},""ts"":""2026-01-13T15:42:20.640Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:42:24.230Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:42:24.967Z""},{""type"":""click"",""detail"":{""tag"":""LABEL"",""name"":null,""id"":null,""type"":null},""ts"":""2026-01-13T15:42:26.189Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T15:42:26.191Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T15:42:26.191Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:42:26.767Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:42:29.879Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:42:30.481Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T15:42:31.740Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T15:42:31.742Z""}]",1,16.2241467682678,0,108.11,0.0,108.11,,0,4pnyq9ay,,,,,0
18,xlu1r0j7,5afc14a00b2d5f00015693b4,0,3,52,intro,comprehensionQuestions,2026-01-13 15:39:00.905584,1,,,0.0,18,,0.0,3,,treatment,,0.0,12,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
19,4phk9rhl,5c8cfc3772503f0001e9c965,0,9,52,main,Trade,2026-01-13 15:39:03.853931,1,,,0.0,19,,0.0,3,,treatment,,0.0,14,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
20,ynavroxb,66e8c6e99be9621d5b1ed1fa,0,52,52,post_exp,FinalForProlific,2026-01-13 15:39:39.270008,1,,,112.46,20,,102.11,3,,treatment,,0.0,3,1,1,,paid_data,50.0,15.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/ynavroxb/main/Trade/12""},""ts"":""2026-01-13T15:47:31.346Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T15:47:36.630Z""},{""type"":""visibilitychange"",""detail"":{""state"":""hidden""},""ts"":""2026-01-13T15:47:36.657Z""},{""type"":""visibilitychange"",""detail"":{""state"":""visible""},""ts"":""2026-01-13T15:47:47.770Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T15:47:47.800Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:47:49.217Z""},{""type"":""contextmenu"",""detail"":{""x"":507,""y"":10,""target"":""NAV""},""ts"":""2026-01-13T15:47:52.012Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:47:52.672Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:47:53.867Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:47:54.411Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T15:47:55.336Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T15:47:55.336Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:47:56.116Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:47:57.014Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:47:57.523Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T15:47:58.525Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T15:47:58.526Z""}]",1,16.2241467682678,0,102.11,0.0,102.11,,0,4pnyq9ay,,,,,0
21,nasyklay,5b826da908ee760001522a91,0,52,52,post_exp,FinalForProlific,2026-01-13 15:40:57.908129,1,,,115.21,21,,106.49,3,,control,,0.0,7,1,,,free_data,40.0,30.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/nasyklay/main/Trade/12""},""ts"":""2026-01-13T15:49:29.620Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:49:34.026Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T15:49:35.098Z""},{""type"":""click"",""detail"":{""tag"":""LABEL"",""name"":null,""id"":null,""type"":null},""ts"":""2026-01-13T15:49:37.264Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T15:49:37.265Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T15:49:37.265Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:49:38.109Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T15:49:38.355Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T15:49:39.880Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T15:49:39.881Z""}]",1,16.2241467682678,0,106.49,0.0,106.49,,0,4pnyq9ay,,,,,0
22,gjpfewwp,66e9236f775eae67be04229d,0,52,52,post_exp,FinalForProlific,2026-01-13 15:42:30.599968,1,,,115.33,22,,100.68,3,,treatment,,0.0,13,1,1,,paid_data,35.0,33.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/gjpfewwp/main/Trade/12""},""ts"":""2026-01-13T16:08:11.142Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T16:08:14.775Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T16:08:15.538Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T16:08:16.405Z""},{""type"":""click"",""detail"":{""tag"":""LABEL"",""name"":null,""id"":null,""type"":null},""ts"":""2026-01-13T16:08:17.756Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T16:08:17.759Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-1"",""type"":""radio""},""ts"":""2026-01-13T16:08:17.759Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T16:08:18.200Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T16:08:22.458Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T16:08:23.070Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T16:08:24.651Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T16:08:25.514Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T16:08:34.155Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T16:08:34.817Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T16:08:34.819Z""}]",0,16.2241467682678,0,99.68,1.0,100.68,,0,4pnyq9ay,,,,,0
23,x2quip9k,66faa830ac165a79e559da2a,0,52,52,post_exp,FinalForProlific,2026-01-13 16:14:34.973346,1,,,110.21,23,,106.98,3,,treatment,,0.0,12,1,1,,paid_data,80.0,18.0,"[{""type"":""page-load"",""detail"":{""path"":""/p/x2quip9k/main/Trade/12""},""ts"":""2026-01-13T16:27:48.964Z""},{""type"":""copy"",""detail"":{""types"":[],""hasImage"":false,""hasFiles"":false},""ts"":""2026-01-13T16:27:52.968Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T16:27:54.161Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T16:27:57.328Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T16:27:58.434Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T16:28:01.929Z""},{""type"":""copy"",""detail"":{""types"":[],""hasImage"":false,""hasFiles"":false},""ts"":""2026-01-13T16:28:03.736Z""},{""type"":""window-blur"",""detail"":{},""ts"":""2026-01-13T16:28:05.166Z""},{""type"":""window-focus"",""detail"":{},""ts"":""2026-01-13T16:28:13.396Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T16:28:14.075Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""investment_amount"",""id"":""id_investment_amount"",""type"":""text""},""ts"":""2026-01-13T16:28:15.208Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T16:28:17.404Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""imbalance_informative"",""id"":""id_imbalance_informative-0"",""type"":""radio""},""ts"":""2026-01-13T16:28:17.404Z""},{""type"":""click"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T16:28:18.342Z""},{""type"":""input"",""detail"":{""tag"":""INPUT"",""name"":""return_forecast"",""id"":""id_return_forecast"",""type"":""text""},""ts"":""2026-01-13T16:28:18.772Z""},{""type"":""click"",""detail"":{""tag"":""BUTTON"",""name"":null,""id"":null,""type"":""submit""},""ts"":""2026-01-13T16:28:19.984Z""},{""type"":""form-submit"",""detail"":{},""ts"":""2026-01-13T16:28:19.987Z""}]",1,16.2241467682678,0,106.98,0.0,106.98,,0,4pnyq9ay,,,,,0
24,38z77ico,,0,0,52,,,,0,,,0.0,24,,0.0,3,,treatment,,0.0,5,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
25,lgiwpk7i,,0,0,52,,,,0,,,0.0,25,,0.0,3,,control,,0.0,14,1,,,free_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
26,jgarufcq,,0,0,52,,,,0,,,0.0,26,,0.0,3,,treatment,,0.0,8,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
27,zgisca8d,,0,0,52,,,,0,,,0.0,27,,0.0,3,,treatment,,0.0,7,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
28,5oburcgm,,0,0,52,,,,0,,,0.0,28,,0.0,3,,treatment,,0.0,6,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
29,z7ietb1x,,0,0,52,,,,0,,,0.0,29,,0.0,3,,control,,0.0,9,1,,,free_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
30,hnfk1zjs,,0,0,52,,,,0,,,0.0,30,,0.0,3,,treatment,,0.0,6,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
31,krnljf26,,0,0,52,,,,0,,,0.0,31,,0.0,3,,treatment,,0.0,14,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
32,9uzqb6dc,,0,0,52,,,,0,,,0.0,32,,0.0,3,,treatment,,0.0,13,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
33,wwo0074q,,0,0,52,,,,0,,,0.0,33,,0.0,3,,control,,0.0,7,1,,,free_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
34,6v84q6j5,,0,0,52,,,,0,,,0.0,34,,0.0,3,,treatment,,0.0,4,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
35,sj1vg6e8,,0,0,52,,,,0,,,0.0,35,,0.0,3,,treatment,,0.0,6,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
36,mu8a9r42,,0,0,52,,,,0,,,0.0,36,,0.0,3,,treatment,,0.0,4,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
37,529dgch2,,0,0,52,,,,0,,,0.0,37,,0.0,3,,control,,0.0,3,1,,,free_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
38,ndsr2beh,,0,0,52,,,,0,,,0.0,38,,0.0,3,,treatment,,0.0,9,0,,,paid_data,,,,,,,0.0,0.0,,,0,4pnyq9ay,,,,,0
